person_id;household_id;activity_index;preceding_trip_index;following_trip_index;purpose;start_time;end_time;is_first;is_last
139685;139685;3;2;3;leisure;69218.0;72278.0;False;False
139685;139685;4;3;-1;home;73418.0;;False;True
139701;139701;0;-1;0;home;;53271.0;True;False
139701;139701;1;0;1;shop;54471.0;55071.0;False;False
139701;139701;2;1;2;leisure;55671.0;63171.0;False;False
139701;139701;3;2;3;home;64071.0;74871.0;False;False
139701;139701;4;3;4;leisure;74991.0;76671.0;False;False
139701;139701;5;4;-1;home;76791.0;;False;True
139716;139716;0;-1;0;home;;28327.0;True;False
139716;139716;1;0;1;work;31027.0;60727.0;False;False
139716;139716;2;1;2;home;64027.0;64327.0;False;False
139716;139716;3;2;3;leisure;69727.0;75127.0;False;False
139716;139716;4;3;4;leisure;75727.0;88627.0;False;False
139716;139716;5;4;-1;home;89527.0;;False;True
139718;139718;0;-1;0;home;;32934.0;True;False
139718;139718;1;0;1;work;33234.0;44034.0;False;False
139718;139718;2;1;2;home;44334.0;49434.0;False;False
139718;139718;3;2;3;work;49734.0;67434.0;False;False
139718;139718;4;3;-1;home;67734.0;;False;True
139726;139726;0;-1;0;home;;38921.0;True;False
139726;139726;1;0;1;education;41621.0;50621.0;False;False
139726;139726;2;1;2;shop;52421.0;56021.0;False;False
139726;139726;3;2;3;home;58721.0;63401.0;False;False
139726;139726;4;3;4;other;63821.0;64121.0;False;False
139726;139726;5;4;-1;home;64601.0;;False;True
139731;139731;0;-1;0;home;;25453.0;True;False
139731;139731;1;0;1;work;25573.0;55153.0;False;False
139731;139731;2;1;2;home;55273.0;68653.0;False;False
139731;139731;3;2;3;leisure;69733.0;77653.0;False;False
139731;139731;4;3;4;leisure;78553.0;86353.0;False;False
139731;139731;5;4;-1;home;86413.0;;False;True
139788;139788;0;-1;0;home;;35439.0;True;False
139788;139788;1;0;1;shop;36039.0;37239.0;False;False
139788;139788;2;1;2;shop;38139.0;41739.0;False;False
139788;139788;3;2;-1;home;42639.0;;False;True
139811;139811;0;-1;0;home;;27838.0;True;False
139811;139811;1;0;1;education;29038.0;44038.0;False;False
139811;139811;2;1;2;home;44938.0;47638.0;False;False
139811;139811;3;2;3;education;48838.0;60238.0;False;False
139811;139811;4;3;-1;home;62038.0;;False;True
139866;139866;0;-1;0;home;;30627.0;True;False
139866;139866;1;0;1;shop;31527.0;33327.0;False;False
139866;139866;2;1;-1;home;34227.0;;False;True
139896;139896;0;-1;0;work;;27862.0;True;False
139896;139896;1;0;1;work;32062.0;68362.0;False;False
139896;139896;2;1;-1;home;76462.0;;False;True
139911;139911;0;-1;0;home;;32121.0;True;False
139911;139911;1;0;1;work;33321.0;64521.0;False;False
139911;139911;2;1;2;shop;66321.0;68121.0;False;False
139911;139911;3;2;-1;home;69021.0;;False;True
139917;139917;0;-1;0;home;;29907.0;True;False
139917;139917;1;0;1;education;30807.0;44307.0;False;False
139917;139917;2;1;2;home;45207.0;47007.0;False;False
139917;139917;3;2;3;education;47907.0;62307.0;False;False
139917;139917;4;3;-1;home;75807.0;;False;True
139930;139930;0;-1;0;home;;37370.0;True;False
139930;139930;1;0;1;other;38570.0;39170.0;False;False
139930;139930;2;1;2;other;39470.0;40070.0;False;False
139930;139930;3;2;3;shop;40970.0;52670.0;False;False
139930;139930;4;3;4;other;53270.0;53870.0;False;False
139930;139930;5;4;5;other;54470.0;54770.0;False;False
139930;139930;6;5;-1;home;55670.0;;False;True
139975;139975;0;-1;0;home;;34584.0;True;False
139975;139975;1;0;1;education;34884.0;48984.0;False;False
139975;139975;2;1;2;work;50784.0;61584.0;False;False
139975;139975;3;2;3;home;62784.0;64284.0;False;False
139975;139975;4;3;4;work;66084.0;84864.0;False;False
139975;139975;5;4;-1;home;84924.0;;False;True
140026;140026;0;-1;0;home;;32584.0;True;False
140026;140026;1;0;1;work;33184.0;44164.0;False;False
140026;140026;2;1;2;home;45064.0;50464.0;False;False
140026;140026;3;2;3;work;51664.0;69664.0;False;False
140026;140026;4;3;-1;home;70564.0;;False;True
140042;140042;0;-1;0;home;;41259.0;True;False
140042;140042;1;0;1;leisure;41379.0;46539.0;False;False
140042;140042;2;1;-1;home;46659.0;;False;True
140073;140073;0;-1;0;home;;26227.0;True;False
140073;140073;1;0;1;education;27127.0;34927.0;False;False
140073;140073;2;1;2;home;35527.0;44827.0;False;False
140073;140073;3;2;3;education;45427.0;49327.0;False;False
140073;140073;4;3;-1;home;49927.0;;False;True
140077;140077;0;-1;0;home;;27538.0;True;False
140077;140077;1;0;1;work;29338.0;47338.0;False;False
140077;140077;2;1;2;home;49498.0;52738.0;False;False
140077;140077;3;2;3;work;54538.0;65518.0;False;False
140077;140077;4;3;-1;home;69538.0;;False;True
140081;140081;0;-1;0;home;;20890.0;True;False
140081;140081;1;0;-1;leisure;35290.0;;False;True
140084;140084;0;-1;0;leisure;;20707.0;True;False
140084;140084;1;0;1;work;26107.0;34207.0;False;False
140084;140084;2;1;2;work;34507.0;45307.0;False;False
140084;140084;3;2;3;work;47107.0;69307.0;False;False
140084;140084;4;3;-1;work;70207.0;;False;True
140090;140090;0;-1;0;home;;23965.0;True;False
140090;140090;1;0;1;work;24865.0;59665.0;False;False
140090;140090;2;1;-1;home;60685.0;;False;True
140111;140111;0;-1;0;home;;28620.0;True;False
140111;140111;1;0;1;work;28740.0;42960.0;False;False
140111;140111;2;1;2;work;43560.0;44400.0;False;False
140111;140111;3;2;3;work;44880.0;50220.0;False;False
140111;140111;4;3;4;work;52500.0;57420.0;False;False
140111;140111;5;4;5;work;59100.0;66180.0;False;False
140111;140111;6;5;6;home;68400.0;68880.0;False;False
140111;140111;7;6;7;shop;69060.0;70320.0;False;False
140111;140111;8;7;-1;home;70560.0;;False;True
140148;140148;0;-1;0;home;;26659.0;True;False
140148;140148;1;0;1;work;26839.0;34459.0;False;False
140148;140148;2;1;2;work;37459.0;43699.0;False;False
140148;140148;3;2;3;work;46699.0;46759.0;False;False
140148;140148;4;3;4;work;47659.0;47959.0;False;False
140148;140148;5;4;5;home;48139.0;53659.0;False;False
140148;140148;6;5;6;leisure;54259.0;57259.0;False;False
140148;140148;7;6;7;home;57859.0;58459.0;False;False
140148;140148;8;7;8;leisure;59959.0;62059.0;False;False
140148;140148;9;8;9;leisure;62959.0;65959.0;False;False
140148;140148;10;9;-1;home;67759.0;;False;True
140183;140183;0;-1;0;home;;28526.0;True;False
140183;140183;1;0;1;education;30926.0;45626.0;False;False
140183;140183;2;1;-1;home;46526.0;;False;True
140197;140197;0;-1;0;home;;27246.0;True;False
140197;140197;1;0;1;work;27966.0;41766.0;False;False
140197;140197;2;1;-1;home;42486.0;;False;True
140213;140213;0;-1;0;home;;21639.0;True;False
140213;140213;1;0;1;work;25239.0;25539.0;False;False
140213;140213;2;1;2;work;26439.0;64839.0;False;False
140213;140213;3;2;3;work;65439.0;65559.0;False;False
140213;140213;4;3;-1;home;68439.0;;False;True
140227;140227;0;-1;0;home;;25809.0;True;False
140227;140227;1;0;-1;education;33909.0;;False;True
140282;140282;0;-1;0;home;;23735.0;True;False
140282;140282;1;0;1;work;24635.0;25535.0;False;False
140282;140282;2;1;2;work;27335.0;59735.0;False;False
140282;140282;3;2;3;work;60635.0;60935.0;False;False
140282;140282;4;3;4;home;61535.0;63335.0;False;False
140282;140282;5;4;5;leisure;64535.0;72335.0;False;False
140282;140282;6;5;-1;home;73535.0;;False;True
140362;140362;0;-1;0;home;;31862.0;True;False
140362;140362;1;0;1;other;32162.0;32762.0;False;False
140362;140362;2;1;2;work;34562.0;71162.0;False;False
140362;140362;3;2;-1;home;72662.0;;False;True
140396;140396;0;-1;0;home;;41049.0;True;False
140396;140396;1;0;1;shop;41649.0;45249.0;False;False
140396;140396;2;1;2;shop;45849.0;47949.0;False;False
140396;140396;3;2;3;home;48849.0;59649.0;False;False
140396;140396;4;3;4;shop;60249.0;63249.0;False;False
140396;140396;5;4;5;home;63849.0;71049.0;False;False
140396;140396;6;5;6;leisure;71949.0;78849.0;False;False
140396;140396;7;6;-1;home;79449.0;;False;True
140446;140446;0;-1;0;home;;42572.0;True;False
140446;140446;1;0;1;shop;43172.0;46772.0;False;False
140446;140446;2;1;2;shop;47372.0;49472.0;False;False
140446;140446;3;2;3;home;50372.0;61172.0;False;False
140446;140446;4;3;4;shop;61772.0;64772.0;False;False
140446;140446;5;4;5;home;65372.0;72572.0;False;False
140446;140446;6;5;6;leisure;73472.0;80372.0;False;False
140446;140446;7;6;-1;home;80972.0;;False;True
140510;140510;0;-1;0;home;;50732.0;True;False
140510;140510;1;0;1;leisure;51632.0;51692.0;False;False
140510;140510;2;1;2;shop;51752.0;58832.0;False;False
140510;140510;3;2;-1;home;59732.0;;False;True
140526;140526;0;-1;0;home;;23092.0;True;False
140526;140526;1;0;1;work;23692.0;52792.0;False;False
140526;140526;2;1;2;home;53392.0;56392.0;False;False
140526;140526;3;2;3;other;56572.0;58192.0;False;False
140526;140526;4;3;4;leisure;59092.0;62692.0;False;False
140526;140526;5;4;5;shop;63592.0;67192.0;False;False
140526;140526;6;5;6;home;67492.0;74392.0;False;False
140526;140526;7;6;-1;home;74692.0;;False;True
140529;140529;0;-1;0;home;;43544.0;True;False
140529;140529;1;0;1;other;43844.0;44144.0;False;False
140529;140529;2;1;2;home;44444.0;50744.0;False;False
140529;140529;3;2;3;other;51044.0;51344.0;False;False
140529;140529;4;3;4;shop;53144.0;59144.0;False;False
140529;140529;5;4;5;other;61244.0;61844.0;False;False
140529;140529;6;5;-1;home;62144.0;;False;True
140534;140534;0;-1;0;home;;50850.0;True;False
140534;140534;1;0;1;shop;51750.0;59850.0;False;False
140534;140534;2;1;2;home;60750.0;62550.0;False;False
140534;140534;3;2;3;leisure;62850.0;80550.0;False;False
140534;140534;4;3;4;leisure;81150.0;86550.0;False;False
140534;140534;5;4;5;leisure;87150.0;93150.0;False;False
140534;140534;6;5;-1;home;93750.0;;False;True
140540;140540;0;-1;0;home;;27048.0;True;False
140540;140540;1;0;1;education;27648.0;45048.0;False;False
140540;140540;2;1;2;home;45648.0;47748.0;False;False
140540;140540;3;2;3;education;48348.0;62748.0;False;False
140540;140540;4;3;-1;home;63348.0;;False;True
140567;140567;0;-1;0;home;;28191.0;True;False
140567;140567;1;0;1;work;29391.0;53991.0;False;False
140567;140567;2;1;2;home;54891.0;57591.0;False;False
140567;140567;3;2;3;shop;57951.0;58191.0;False;False
140567;140567;4;3;4;home;58551.0;68511.0;False;False
140567;140567;5;4;5;shop;68751.0;71691.0;False;False
140567;140567;6;5;-1;home;71991.0;;False;True
140576;140576;0;-1;0;home;;23299.0;True;False
140576;140576;1;0;1;work;27199.0;43399.0;False;False
140576;140576;2;1;2;leisure;43999.0;45499.0;False;False
140576;140576;3;2;3;work;46099.0;64399.0;False;False
140576;140576;4;3;4;home;68719.0;69019.0;False;False
140576;140576;5;4;5;leisure;69499.0;71599.0;False;False
140576;140576;6;5;-1;home;75499.0;;False;True
140594;140594;0;-1;0;home;;26491.0;True;False
140594;140594;1;0;1;work;26611.0;40831.0;False;False
140594;140594;2;1;2;work;41431.0;42271.0;False;False
140594;140594;3;2;3;work;42751.0;48091.0;False;False
140594;140594;4;3;4;work;50371.0;55291.0;False;False
140594;140594;5;4;5;work;56971.0;64051.0;False;False
140594;140594;6;5;6;home;66271.0;66751.0;False;False
140594;140594;7;6;7;shop;66931.0;68191.0;False;False
140594;140594;8;7;-1;home;68431.0;;False;True
140632;140632;0;-1;0;home;;24389.0;True;False
140632;140632;1;0;1;work;25169.0;55349.0;False;False
140632;140632;2;1;-1;home;56009.0;;False;True
140643;140643;0;-1;0;home;;35894.0;True;False
140643;140643;1;0;1;education;36374.0;44474.0;False;False
140643;140643;2;1;2;home;44774.0;55274.0;False;False
140643;140643;3;2;3;education;55514.0;58454.0;False;False
140643;140643;4;3;4;home;58814.0;63254.0;False;False
140643;140643;5;4;5;shop;63674.0;63854.0;False;False
140643;140643;6;5;-1;home;64274.0;;False;True
140659;140659;0;-1;0;home;;31602.0;True;False
140659;140659;1;0;1;work;33402.0;67602.0;False;False
140659;140659;2;1;-1;home;69402.0;;False;True
140680;140680;0;-1;0;home;;28949.0;True;False
140680;140680;1;0;1;leisure;29549.0;30749.0;False;False
140680;140680;2;1;2;work;31349.0;43949.0;False;False
140680;140680;3;2;3;home;44549.0;47849.0;False;False
140680;140680;4;3;4;work;48449.0;61349.0;False;False
140680;140680;5;4;5;home;61949.0;66989.0;False;False
140680;140680;6;5;6;leisure;67349.0;70949.0;False;False
140680;140680;7;6;-1;home;71249.0;;False;True
140699;140699;0;-1;0;home;;24312.0;True;False
140699;140699;1;0;1;work;27012.0;40512.0;False;False
140699;140699;2;1;2;home;42792.0;48612.0;False;False
140699;140699;3;2;3;shop;49512.0;50772.0;False;False
140699;140699;4;3;4;home;51492.0;63912.0;False;False
140699;140699;5;4;5;leisure;64512.0;66912.0;False;False
140699;140699;6;5;-1;home;67872.0;;False;True
140758;140758;0;-1;0;home;;29929.0;True;False
140758;140758;1;0;1;education;33529.0;60529.0;False;False
140758;140758;2;1;2;home;64129.0;76729.0;False;False
140758;140758;3;2;-1;education;77929.0;;False;True
140762;140762;0;-1;0;home;;50462.0;True;False
140762;140762;1;0;1;leisure;53162.0;66662.0;False;False
140762;140762;2;1;2;home;68462.0;72062.0;False;False
140762;140762;3;2;-1;leisure;72362.0;;False;True
140813;140813;0;-1;0;home;;26100.0;True;False
140813;140813;1;0;1;education;26700.0;45000.0;False;False
140813;140813;2;1;2;home;45600.0;51900.0;False;False
140813;140813;3;2;3;education;52500.0;56700.0;False;False
140813;140813;4;3;-1;home;57300.0;;False;True
140847;140847;0;-1;0;home;;32402.0;True;False
140847;140847;1;0;1;work;33962.0;49742.0;False;False
140847;140847;2;1;2;home;51242.0;67742.0;False;False
140847;140847;3;2;3;shop;68282.0;69422.0;False;False
140847;140847;4;3;-1;home;70382.0;;False;True
140866;140866;0;-1;0;home;;29624.0;True;False
140866;140866;1;0;1;other;29924.0;29984.0;False;False
140866;140866;2;1;2;work;31124.0;43424.0;False;False
140866;140866;3;2;3;leisure;43724.0;47924.0;False;False
140866;140866;4;3;4;work;48224.0;65024.0;False;False
140866;140866;5;4;-1;home;66824.0;;False;True
140874;140874;0;-1;0;home;;31258.0;True;False
140874;140874;1;0;1;shop;31858.0;37558.0;False;False
140874;140874;2;1;2;home;37858.0;52858.0;False;False
140874;140874;3;2;3;other;53758.0;61858.0;False;False
140874;140874;4;3;-1;home;62458.0;;False;True
140901;140901;0;-1;0;home;;35602.0;True;False
140901;140901;1;0;1;education;35782.0;36802.0;False;False
140901;140901;2;1;-1;home;36982.0;;False;True
140941;140941;0;-1;0;home;;35606.0;True;False
140941;140941;1;0;1;other;36266.0;41006.0;False;False
140941;140941;2;1;2;home;41606.0;60146.0;False;False
140941;140941;3;2;3;shop;61526.0;63206.0;False;False
140941;140941;4;3;4;shop;63926.0;71246.0;False;False
140941;140941;5;4;5;leisure;71546.0;82826.0;False;False
140941;140941;6;5;6;leisure;83306.0;90206.0;False;False
140941;140941;7;6;-1;home;90566.0;;False;True
140996;140996;0;-1;0;home;;29867.0;True;False
140996;140996;1;0;1;work;31367.0;42167.0;False;False
140996;140996;2;1;2;leisure;42767.0;46667.0;False;False
140996;140996;3;2;3;work;47267.0;60767.0;False;False
140996;140996;4;3;4;home;62267.0;68267.0;False;False
140996;140996;5;4;5;work;70967.0;72167.0;False;False
140996;140996;6;5;-1;home;73667.0;;False;True
141044;141044;0;-1;0;home;;27502.0;True;False
141044;141044;1;0;1;work;28282.0;44842.0;False;False
141044;141044;2;1;2;home;45622.0;49042.0;False;False
141044;141044;3;2;3;work;49762.0;57142.0;False;False
141044;141044;4;3;4;work;57202.0;57382.0;False;False
141044;141044;5;4;5;work;57562.0;65122.0;False;False
141044;141044;6;5;6;home;65842.0;66862.0;False;False
141044;141044;7;6;-1;leisure;69862.0;;False;True
141082;141082;0;-1;0;home;;24860.0;True;False
141082;141082;1;0;1;work;26660.0;51860.0;False;False
141082;141082;2;1;-1;home;53660.0;;False;True
141118;141118;0;-1;0;home;;31520.0;True;False
141118;141118;1;0;1;other;31820.0;32720.0;False;False
141118;141118;2;1;2;home;33320.0;42320.0;False;False
141118;141118;3;2;3;other;42620.0;43520.0;False;False
141118;141118;4;3;4;home;44120.0;48320.0;False;False
141118;141118;5;4;5;other;48620.0;48920.0;False;False
141118;141118;6;5;-1;home;49220.0;;False;True
141121;141121;0;-1;0;home;;24535.0;True;False
141121;141121;1;0;1;work;27535.0;59935.0;False;False
141121;141121;2;1;2;leisure;60535.0;74935.0;False;False
141121;141121;3;2;3;leisure;76735.0;85675.0;False;False
141121;141121;4;3;-1;home;87535.0;;False;True
141138;141138;0;-1;0;home;;28592.0;True;False
141138;141138;1;0;1;other;28892.0;29492.0;False;False
141138;141138;2;1;-1;home;30092.0;;False;True
141145;141145;0;-1;0;home;;22361.0;True;False
141145;141145;1;0;1;work;25181.0;59561.0;False;False
141145;141145;2;1;-1;home;61961.0;;False;True
141154;141154;0;-1;0;home;;38135.0;True;False
141154;141154;1;0;1;shop;38435.0;39035.0;False;False
141154;141154;2;1;2;home;39335.0;70535.0;False;False
141154;141154;3;2;3;leisure;71435.0;75935.0;False;False
141154;141154;4;3;4;leisure;77735.0;88535.0;False;False
141154;141154;5;4;-1;home;90335.0;;False;True
141162;141162;0;-1;0;home;;29285.0;True;False
141162;141162;1;0;1;education;34985.0;52985.0;False;False
141162;141162;2;1;2;shop;54485.0;58985.0;False;False
141162;141162;3;2;-1;home;61085.0;;False;True
141180;141180;0;-1;0;home;;53053.0;True;False
141180;141180;1;0;1;leisure;54313.0;69133.0;False;False
141180;141180;2;1;-1;home;70633.0;;False;True
141196;141196;0;-1;0;home;;52211.0;True;False
141196;141196;1;0;1;shop;53231.0;57011.0;False;False
141196;141196;2;1;-1;home;58211.0;;False;True
141200;141200;0;-1;0;home;;30965.0;True;False
141200;141200;1;0;1;education;31865.0;43865.0;False;False
141200;141200;2;1;2;home;44465.0;47765.0;False;False
141200;141200;3;2;3;education;48365.0;59885.0;False;False
141200;141200;4;3;-1;home;60365.0;;False;True
141202;141202;0;-1;0;home;;25755.0;True;False
141202;141202;1;0;1;education;27195.0;57255.0;False;False
141202;141202;2;1;2;other;58035.0;59415.0;False;False
141202;141202;3;2;-1;home;60315.0;;False;True
141222;141222;0;-1;0;home;;20020.0;True;False
141222;141222;1;0;1;work;20920.0;40720.0;False;False
141222;141222;2;1;2;work;46120.0;46180.0;False;False
141222;141222;3;2;3;leisure;47020.0;54220.0;False;False
141222;141222;4;3;4;work;55120.0;62320.0;False;False
141222;141222;5;4;5;work;65920.0;69820.0;False;False
141222;141222;6;5;6;shop;70120.0;70420.0;False;False
141222;141222;7;6;-1;home;71320.0;;False;True
141224;141224;0;-1;0;home;;28750.0;True;False
141224;141224;1;0;1;education;30550.0;34150.0;False;False
141224;141224;2;1;2;education;35950.0;45850.0;False;False
141224;141224;3;2;3;leisure;46750.0;51250.0;False;False
141224;141224;4;3;4;education;52150.0;65950.0;False;False
141224;141224;5;4;-1;home;66550.0;;False;True
141241;141241;0;-1;0;home;;34583.0;True;False
141241;141241;1;0;1;education;34823.0;53903.0;False;False
141241;141241;2;1;-1;home;54023.0;;False;True
141281;141281;0;-1;0;home;;23496.0;True;False
141281;141281;1;0;1;education;26796.0;57696.0;False;False
141281;141281;2;1;-1;home;61296.0;;False;True
141301;141301;0;-1;0;home;;29611.0;True;False
141301;141301;1;0;1;work;32911.0;44311.0;False;False
141301;141301;2;1;2;work;44611.0;46111.0;False;False
141301;141301;3;2;3;work;46411.0;62311.0;False;False
141301;141301;4;3;4;other;65011.0;65611.0;False;False
141301;141301;5;4;5;leisure;66511.0;69211.0;False;False
141301;141301;6;5;-1;home;69811.0;;False;True
141315;141315;0;-1;0;home;;39225.0;True;False
141315;141315;1;0;1;shop;39825.0;40425.0;False;False
141315;141315;2;1;2;home;41025.0;41085.0;False;False
141315;141315;3;2;3;other;42225.0;42825.0;False;False
141315;141315;4;3;4;home;44025.0;50925.0;False;False
141315;141315;5;4;5;other;51825.0;60825.0;False;False
141315;141315;6;5;6;leisure;61725.0;66225.0;False;False
141315;141315;7;6;7;leisure;66825.0;77025.0;False;False
141315;141315;8;7;-1;home;77625.0;;False;True
141337;141337;0;-1;0;home;;46552.0;True;False
141337;141337;1;0;1;home;47452.0;47752.0;False;False
141337;141337;2;1;2;work;48352.0;84652.0;False;False
141337;141337;3;2;-1;home;86152.0;;False;True
141368;141368;0;-1;0;work;;40612.0;True;False
141368;141368;1;0;1;home;41512.0;60412.0;False;False
141368;141368;2;1;2;leisure;62212.0;69412.0;False;False
141368;141368;3;2;3;home;71212.0;93712.0;False;False
141368;141368;4;3;-1;work;94612.0;;False;True
141386;141386;0;-1;0;home;;29912.0;True;False
141386;141386;1;0;1;work;30512.0;44312.0;False;False
141386;141386;2;1;2;home;44912.0;51512.0;False;False
141386;141386;3;2;3;work;52112.0;69512.0;False;False
141386;141386;4;3;-1;home;70112.0;;False;True
141400;141400;0;-1;0;home;;24846.0;True;False
141400;141400;1;0;1;work;28746.0;44946.0;False;False
141400;141400;2;1;2;leisure;45546.0;47046.0;False;False
141400;141400;3;2;3;work;47646.0;65946.0;False;False
141400;141400;4;3;4;home;70266.0;70566.0;False;False
141400;141400;5;4;5;leisure;71046.0;73146.0;False;False
141400;141400;6;5;-1;home;77046.0;;False;True
141423;141423;0;-1;0;home;;22907.0;True;False
141423;141423;1;0;1;work;24407.0;70307.0;False;False
141423;141423;2;1;-1;home;73307.0;;False;True
141526;141526;0;-1;0;home;;28239.0;True;False
141526;141526;1;0;1;education;30039.0;63939.0;False;False
141526;141526;2;1;-1;home;65739.0;;False;True
141535;141535;0;-1;0;home;;28126.0;True;False
141535;141535;1;0;1;education;29326.0;44326.0;False;False
141535;141535;2;1;2;home;45226.0;47926.0;False;False
141535;141535;3;2;3;education;49126.0;60526.0;False;False
141535;141535;4;3;-1;home;62326.0;;False;True
141547;141547;0;-1;0;home;;34404.0;True;False
141547;141547;1;0;1;education;35904.0;44304.0;False;False
141547;141547;2;1;-1;home;45204.0;;False;True
141549;141549;0;-1;0;home;;46135.0;True;False
141549;141549;1;0;1;shop;48835.0;52735.0;False;False
141549;141549;2;1;2;shop;53635.0;61735.0;False;False
141549;141549;3;2;-1;home;65335.0;;False;True
141559;141559;0;-1;0;home;;45832.0;True;False
141559;141559;1;0;1;education;47032.0;60232.0;False;False
141559;141559;2;1;-1;home;62032.0;;False;True
141576;141576;0;-1;0;home;;33484.0;True;False
141576;141576;1;0;1;other;34684.0;44284.0;False;False
141576;141576;2;1;2;home;45184.0;50884.0;False;False
141576;141576;3;2;3;leisure;53284.0;62584.0;False;False
141576;141576;4;3;-1;home;64084.0;;False;True
141585;141585;0;-1;0;home;;21585.0;True;False
141585;141585;1;0;1;work;22485.0;47685.0;False;False
141585;141585;2;1;2;home;48585.0;62085.0;False;False
141585;141585;3;2;3;shop;62205.0;62805.0;False;False
141585;141585;4;3;-1;home;62925.0;;False;True
141592;141592;0;-1;0;home;;53748.0;True;False
141592;141592;1;0;1;leisure;53868.0;54948.0;False;False
141592;141592;2;1;2;work;55248.0;70848.0;False;False
141592;141592;3;2;-1;home;71448.0;;False;True
141600;141600;0;-1;0;home;;32493.0;True;False
141600;141600;1;0;1;work;34293.0;64893.0;False;False
141600;141600;2;1;-1;home;66693.0;;False;True
141661;141661;0;-1;0;home;;21298.0;True;False
141661;141661;1;0;1;work;22198.0;42898.0;False;False
141661;141661;2;1;2;home;43798.0;48298.0;False;False
141661;141661;3;2;3;leisure;49798.0;69898.0;False;False
141661;141661;4;3;-1;home;71398.0;;False;True
141709;141709;0;-1;0;home;;30275.0;True;False
141709;141709;1;0;1;work;33875.0;67175.0;False;False
141709;141709;2;1;2;shop;68675.0;71675.0;False;False
141709;141709;3;2;-1;home;76175.0;;False;True
141710;141710;0;-1;0;home;;55877.0;True;False
141710;141710;1;0;1;leisure;56537.0;61337.0;False;False
141710;141710;2;1;2;home;61877.0;64277.0;False;False
141710;141710;3;2;3;leisure;64817.0;70697.0;False;False
141710;141710;4;3;-1;home;71357.0;;False;True
141800;141800;0;-1;0;home;;31939.0;True;False
141800;141800;1;0;1;education;33739.0;67939.0;False;False
141800;141800;2;1;2;home;69739.0;79639.0;False;False
141800;141800;3;2;3;leisure;80539.0;101239.0;False;False
141800;141800;4;3;-1;home;102129.0;;False;True
141802;141802;0;-1;0;work;;27182.0;True;False
141802;141802;1;0;-1;home;28142.0;;False;True
141803;141803;0;-1;0;home;;27762.0;True;False
141803;141803;1;0;1;work;29562.0;62562.0;False;False
141803;141803;2;1;-1;home;65142.0;;False;True
141821;141821;0;-1;0;home;;24568.0;True;False
141821;141821;1;0;1;work;29968.0;62788.0;False;False
141821;141821;2;1;-1;home;67348.0;;False;True
141881;141881;0;-1;0;home;;24942.0;True;False
141881;141881;1;0;1;other;25842.0;26022.0;False;False
141881;141881;2;1;2;other;26142.0;26262.0;False;False
141881;141881;3;2;3;work;27042.0;53142.0;False;False
141881;141881;4;3;4;other;53742.0;54942.0;False;False
141881;141881;5;4;5;other;55242.0;55422.0;False;False
141881;141881;6;5;-1;home;56742.0;;False;True
141953;141953;0;-1;0;home;;50394.0;True;False
141953;141953;1;0;-1;leisure;51594.0;;False;True
141970;141970;0;-1;0;home;;25570.0;True;False
141970;141970;1;0;1;work;30970.0;42970.0;False;False
141970;141970;2;1;2;shop;43570.0;45370.0;False;False
141970;141970;3;2;3;work;45970.0;61570.0;False;False
141970;141970;4;3;4;leisure;63370.0;68770.0;False;False
141970;141970;5;4;5;leisure;69970.0;70570.0;False;False
141970;141970;6;5;6;leisure;72370.0;84910.0;False;False
141970;141970;7;6;-1;home;88870.0;;False;True
142002;142002;0;-1;0;home;;27442.0;True;False
142002;142002;1;0;1;education;28642.0;55042.0;False;False
142002;142002;2;1;-1;home;55642.0;;False;True
142023;142023;0;-1;0;home;;32461.0;True;False
142023;142023;1;0;1;leisure;33061.0;45061.0;False;False
142023;142023;2;1;2;leisure;45361.0;70861.0;False;False
142023;142023;3;2;-1;home;72961.0;;False;True
142034;142034;0;-1;0;home;;51696.0;True;False
142034;142034;1;0;1;work;53196.0;75396.0;False;False
142034;142034;2;1;-1;leisure;76296.0;;False;True
142076;142076;0;-1;0;home;;26672.0;True;False
142076;142076;1;0;1;education;27572.0;43772.0;False;False
142076;142076;2;1;2;education;44372.0;46472.0;False;False
142076;142076;3;2;3;education;46772.0;61172.0;False;False
142076;142076;4;3;-1;home;62072.0;;False;True
142079;142079;0;-1;0;home;;37331.0;True;False
142079;142079;1;0;1;leisure;38231.0;47531.0;False;False
142079;142079;2;1;2;shop;50231.0;59531.0;False;False
142079;142079;3;2;3;home;62231.0;65231.0;False;False
142079;142079;4;3;4;leisure;65531.0;66431.0;False;False
142079;142079;5;4;-1;home;66731.0;;False;True
142127;142127;0;-1;0;home;;48738.0;True;False
142127;142127;1;0;1;leisure;49638.0;53238.0;False;False
142127;142127;2;1;2;shop;53838.0;55038.0;False;False
142127;142127;3;2;-1;home;55338.0;;False;True
142143;142143;0;-1;0;home;;28990.0;True;False
142143;142143;1;0;1;work;29890.0;36190.0;False;False
142143;142143;2;1;2;home;37090.0;63190.0;False;False
142143;142143;3;2;3;work;64990.0;86590.0;False;False
142143;142143;4;3;-1;home;87490.0;;False;True
142156;142156;0;-1;0;home;;31198.0;True;False
142156;142156;1;0;1;other;32698.0;32758.0;False;False
142156;142156;2;1;2;shop;34198.0;35398.0;False;False
142156;142156;3;2;3;shop;37198.0;41098.0;False;False
142156;142156;4;3;4;home;42898.0;43498.0;False;False
142156;142156;5;4;5;shop;44998.0;49798.0;False;False
