owner_id;mode;vehicle_id;type_id;critair;technology;age;euro
328497;car;328497:car;default_car;Crit'air 1;Gazole;0;6
330711;car;330711:car;default_car;Crit'air 1;Gazole;0;6
328591;car;328591:car;default_car;Crit'air 1;Gazole;0;6
328608;car;328608:car;default_car;Crit'air 1;Gazole;0;6
328672;car;328672:car;default_car;Crit'air 1;Gazole;0;6
328684;car;328684:car;default_car;Crit'air 1;Gazole;0;6
328698;car;328698:car;default_car;Crit'air 1;Gazole;0;6
328740;car;328740:car;default_car;Crit'air 1;Gazole;0;6
328746;car;328746:car;default_car;Crit'air 1;Gazole;0;6
329000;car;329000:car;default_car;Crit'air 1;Gazole;0;6
329008;car;329008:car;default_car;Crit'air 1;Gazole;0;6
329082;car;329082:car;default_car;Crit'air 1;Gazole;0;6
329105;car;329105:car;default_car;Crit'air 1;Gazole;0;6
329217;car;329217:car;default_car;Crit'air 1;Gazole;0;6
329224;car;329224:car;default_car;Crit'air 1;Gazole;0;6
329257;car;329257:car;default_car;Crit'air 1;Gazole;0;6
329396;car;329396:car;default_car;Crit'air 1;Gazole;0;6
329400;car;329400:car;default_car;Crit'air 1;Gazole;0;6
329478;car;329478:car;default_car;Crit'air 1;Gazole;0;6
329553;car;329553:car;default_car;Crit'air 1;Gazole;0;6
329720;car;329720:car;default_car;Crit'air 1;Gazole;0;6
329859;car;329859:car;default_car;Crit'air 1;Gazole;0;6
329894;car;329894:car;default_car;Crit'air 1;Gazole;0;6
329915;car;329915:car;default_car;Crit'air 1;Gazole;0;6
329930;car;329930:car;default_car;Crit'air 1;Gazole;0;6
329951;car;329951:car;default_car;Crit'air 1;Gazole;0;6
330028;car;330028:car;default_car;Crit'air 1;Gazole;0;6
330057;car;330057:car;default_car;Crit'air 1;Gazole;0;6
330116;car;330116:car;default_car;Crit'air 1;Gazole;0;6
332053;car;332053:car;default_car;Crit'air 1;Gazole;0;6
330176;car;330176:car;default_car;Crit'air 1;Gazole;0;6
330203;car;330203:car;default_car;Crit'air 1;Gazole;0;6
330220;car;330220:car;default_car;Crit'air 1;Gazole;0;6
330291;car;330291:car;default_car;Crit'air 1;Gazole;0;6
330398;car;330398:car;default_car;Crit'air 1;Gazole;0;6
330537;car;330537:car;default_car;Crit'air 1;Gazole;0;6
330647;car;330647:car;default_car;Crit'air 1;Gazole;0;6
330681;car;330681:car;default_car;Crit'air 1;Gazole;0;6
330689;car;330689:car;default_car;Crit'air 1;Gazole;0;6
330732;car;330732:car;default_car;Crit'air 1;Gazole;0;6
330741;car;330741:car;default_car;Crit'air 1;Gazole;0;6
330921;car;330921:car;default_car;Crit'air 1;Gazole;0;6
330960;car;330960:car;default_car;Crit'air 1;Gazole;0;6
331173;car;331173:car;default_car;Crit'air 1;Gazole;0;6
331202;car;331202:car;default_car;Crit'air 1;Gazole;0;6
331401;car;331401:car;default_car;Crit'air 1;Gazole;0;6
331410;car;331410:car;default_car;Crit'air 1;Gazole;0;6
331470;car;331470:car;default_car;Crit'air 1;Gazole;0;6
331574;car;331574:car;default_car;Crit'air 1;Gazole;0;6
331915;car;331915:car;default_car;Crit'air 1;Gazole;0;6
331923;car;331923:car;default_car;Crit'air 1;Gazole;0;6
331966;car;331966:car;default_car;Crit'air 1;Gazole;0;6
331967;car;331967:car;default_car;Crit'air 1;Gazole;0;6
332094;car;332094:car;default_car;Crit'air 1;Gazole;0;6
332114;car;332114:car;default_car;Crit'air 1;Gazole;0;6
332116;car;332116:car;default_car;Crit'air 1;Gazole;0;6
332297;car;332297:car;default_car;Crit'air 1;Gazole;0;6
332334;car;332334:car;default_car;Crit'air 1;Gazole;0;6
332368;car;332368:car;default_car;Crit'air 1;Gazole;0;6
332398;car;332398:car;default_car;Crit'air 1;Gazole;0;6
332552;car;332552:car;default_car;Crit'air 1;Gazole;0;6
332691;car;332691:car;default_car;Crit'air 1;Gazole;0;6
332707;car;332707:car;default_car;Crit'air 1;Gazole;0;6
332715;car;332715:car;default_car;Crit'air 1;Gazole;0;6
332741;car;332741:car;default_car;Crit'air 1;Gazole;0;6
332757;car;332757:car;default_car;Crit'air 1;Gazole;0;6
332785;car;332785:car;default_car;Crit'air 1;Gazole;0;6
332842;car;332842:car;default_car;Crit'air 1;Gazole;0;6
333043;car;333043:car;default_car;Crit'air 1;Gazole;0;6
333177;car;333177:car;default_car;Crit'air 1;Gazole;0;6
333187;car;333187:car;default_car;Crit'air 1;Gazole;0;6
333328;car;333328:car;default_car;Crit'air 1;Gazole;0;6
333349;car;333349:car;default_car;Crit'air 1;Gazole;0;6
333362;car;333362:car;default_car;Crit'air 1;Gazole;0;6
333376;car;333376:car;default_car;Crit'air 1;Gazole;0;6
333449;car;333449:car;default_car;Crit'air 1;Gazole;0;6
337884;car;337884:car;default_car;Crit'air 1;Gazole;0;6
338008;car;338008:car;default_car;Crit'air 1;Gazole;0;6
346822;car;346822:car;default_car;Crit'air 1;Gazole;0;6
348518;car;348518:car;default_car;Crit'air 1;Gazole;0;6
352144;car;352144:car;default_car;Crit'air 1;Gazole;0;6
362325;car;362325:car;default_car;Crit'air 1;Gazole;0;6
364656;car;364656:car;default_car;Crit'air 1;Gazole;0;6
369824;car;369824:car;default_car;Crit'air 1;Gazole;0;6
373892;car;373892:car;default_car;Crit'air 1;Gazole;0;6
382613;car;382613:car;default_car;Crit'air 1;Gazole;0;6
333451;car;333451:car;default_car;Crit'air 1;Gazole;0;6
342397;car;342397:car;default_car;Crit'air 1;Gazole;0;6
333484;car;333484:car;default_car;Crit'air 1;Gazole;0;6
335827;car;335827:car;default_car;Crit'air 1;Gazole;0;6
340650;car;340650:car;default_car;Crit'air 1;Gazole;0;6
382236;car;382236:car;default_car;Crit'air 1;Gazole;0;6
384239;car;384239:car;default_car;Crit'air 1;Gazole;0;6
333500;car;333500:car;default_car;Crit'air 1;Gazole;0;6
370766;car;370766:car;default_car;Crit'air 1;Gazole;0;6
333512;car;333512:car;default_car;Crit'air 1;Gazole;0;6
335716;car;335716:car;default_car;Crit'air 1;Gazole;0;6
337963;car;337963:car;default_car;Crit'air 1;Gazole;0;6
341421;car;341421:car;default_car;Crit'air 1;Gazole;0;6
345170;car;345170:car;default_car;Crit'air 1;Gazole;0;6
333513;car;333513:car;default_car;Crit'air 1;Gazole;0;6
339454;car;339454:car;default_car;Crit'air 1;Gazole;0;6
342682;car;342682:car;default_car;Crit'air 1;Gazole;0;6
380166;car;380166:car;default_car;Crit'air 1;Gazole;0;6
333528;car;333528:car;default_car;Crit'air 1;Gazole;0;6
365846;car;365846:car;default_car;Crit'air 1;Gazole;0;6
366483;car;366483:car;default_car;Crit'air 1;Gazole;0;6
371116;car;371116:car;default_car;Crit'air 1;Gazole;0;6
372830;car;372830:car;default_car;Crit'air 1;Gazole;0;6
377523;car;377523:car;default_car;Crit'air 1;Gazole;0;6
380111;car;380111:car;default_car;Crit'air 1;Gazole;0;6
382167;car;382167:car;default_car;Crit'air 1;Gazole;0;6
384328;car;384328:car;default_car;Crit'air 1;Gazole;0;6
387615;car;387615:car;default_car;Crit'air 1;Gazole;0;6
387844;car;387844:car;default_car;Crit'air 1;Gazole;0;6
398807;car;398807:car;default_car;Crit'air 1;Gazole;0;6
407866;car;407866:car;default_car;Crit'air 1;Gazole;0;6
333581;car;333581:car;default_car;Crit'air 1;Gazole;0;6
385337;car;385337:car;default_car;Crit'air 1;Gazole;0;6
405352;car;405352:car;default_car;Crit'air 1;Gazole;0;6
333590;car;333590:car;default_car;Crit'air 1;Gazole;0;6
377312;car;377312:car;default_car;Crit'air 1;Gazole;0;6
381845;car;381845:car;default_car;Crit'air 1;Gazole;0;6
333603;car;333603:car;default_car;Crit'air 1;Gazole;0;6
335749;car;335749:car;default_car;Crit'air 1;Gazole;0;6
338061;car;338061:car;default_car;Crit'air 1;Gazole;0;6
342819;car;342819:car;default_car;Crit'air 1;Gazole;0;6
348170;car;348170:car;default_car;Crit'air 1;Gazole;0;6
350951;car;350951:car;default_car;Crit'air 1;Gazole;0;6
353743;car;353743:car;default_car;Crit'air 1;Gazole;0;6
354616;car;354616:car;default_car;Crit'air 1;Gazole;0;6
359876;car;359876:car;default_car;Crit'air 1;Gazole;0;6
362106;car;362106:car;default_car;Crit'air 1;Gazole;0;6
366434;car;366434:car;default_car;Crit'air 1;Gazole;0;6
333608;car;333608:car;default_car;Crit'air 1;Gazole;0;6
339880;car;339880:car;default_car;Crit'air 1;Gazole;0;6
375379;car;375379:car;default_car;Crit'air 1;Gazole;0;6
333622;car;333622:car;default_car;Crit'air 1;Gazole;0;6
356173;car;356173:car;default_car;Crit'air 1;Gazole;0;6
377455;car;377455:car;default_car;Crit'air 1;Gazole;0;6
333683;car;333683:car;default_car;Crit'air 1;Gazole;0;6
349823;car;349823:car;default_car;Crit'air 1;Gazole;0;6
357077;car;357077:car;default_car;Crit'air 1;Gazole;0;6
368744;car;368744:car;default_car;Crit'air 1;Gazole;0;6
333689;car;333689:car;default_car;Crit'air 1;Gazole;0;6
361476;car;361476:car;default_car;Crit'air 1;Gazole;0;6
372310;car;372310:car;default_car;Crit'air 1;Gazole;0;6
333698;car;333698:car;default_car;Crit'air 1;Gazole;0;6
345201;car;345201:car;default_car;Crit'air 1;Gazole;0;6
333702;car;333702:car;default_car;Crit'air 1;Gazole;0;6
337489;car;337489:car;default_car;Crit'air 1;Gazole;0;6
333707;car;333707:car;default_car;Crit'air 1;Gazole;0;6
360935;car;360935:car;default_car;Crit'air 1;Gazole;0;6
362796;car;362796:car;default_car;Crit'air 1;Gazole;0;6
364073;car;364073:car;default_car;Crit'air 1;Gazole;0;6
369158;car;369158:car;default_car;Crit'air 1;Gazole;0;6
372251;car;372251:car;default_car;Crit'air 1;Gazole;0;6
376421;car;376421:car;default_car;Crit'air 1;Gazole;0;6
378366;car;378366:car;default_car;Crit'air 1;Gazole;0;6
408357;car;408357:car;default_car;Crit'air 1;Gazole;0;6
333713;car;333713:car;default_car;Crit'air 1;Gazole;0;6
356774;car;356774:car;default_car;Crit'air 1;Gazole;0;6
333756;car;333756:car;default_car;Crit'air 1;Gazole;0;6
354477;car;354477:car;default_car;Crit'air 1;Gazole;0;6
361504;car;361504:car;default_car;Crit'air 1;Gazole;0;6
333799;car;333799:car;default_car;Crit'air 1;Gazole;0;6
333820;car;333820:car;default_car;Crit'air 1;Gazole;0;6
340123;car;340123:car;default_car;Crit'air 1;Gazole;0;6
345671;car;345671:car;default_car;Crit'air 1;Gazole;0;6
389675;car;389675:car;default_car;Crit'air 1;Gazole;0;6
407352;car;407352:car;default_car;Crit'air 1;Gazole;0;6
407696;car;407696:car;default_car;Crit'air 1;Gazole;0;6
333826;car;333826:car;default_car;Crit'air 1;Gazole;0;6
333858;car;333858:car;default_car;Crit'air 1;Gazole;0;6
350847;car;350847:car;default_car;Crit'air 1;Gazole;0;6
354986;car;354986:car;default_car;Crit'air 1;Gazole;0;6
365721;car;365721:car;default_car;Crit'air 1;Gazole;0;6
366658;car;366658:car;default_car;Crit'air 1;Gazole;0;6
374821;car;374821:car;default_car;Crit'air 1;Gazole;0;6
377346;car;377346:car;default_car;Crit'air 1;Gazole;0;6
398198;car;398198:car;default_car;Crit'air 1;Gazole;0;6
401452;car;401452:car;default_car;Crit'air 1;Gazole;0;6
403562;car;403562:car;default_car;Crit'air 1;Gazole;0;6
404205;car;404205:car;default_car;Crit'air 1;Gazole;0;6
409523;car;409523:car;default_car;Crit'air 1;Gazole;0;6
333865;car;333865:car;default_car;Crit'air 1;Gazole;0;6
339765;car;339765:car;default_car;Crit'air 1;Gazole;0;6
340165;car;340165:car;default_car;Crit'air 1;Gazole;0;6
348040;car;348040:car;default_car;Crit'air 1;Gazole;0;6
355399;car;355399:car;default_car;Crit'air 1;Gazole;0;6
356590;car;356590:car;default_car;Crit'air 1;Gazole;0;6
375207;car;375207:car;default_car;Crit'air 1;Gazole;0;6
377939;car;377939:car;default_car;Crit'air 1;Gazole;0;6
379764;car;379764:car;default_car;Crit'air 1;Gazole;0;6
383220;car;383220:car;default_car;Crit'air 1;Gazole;0;6
385290;car;385290:car;default_car;Crit'air 1;Gazole;0;6
409875;car;409875:car;default_car;Crit'air 1;Gazole;0;6
333902;car;333902:car;default_car;Crit'air 1;Gazole;0;6
333916;car;333916:car;default_car;Crit'air 1;Gazole;0;6
333943;car;333943:car;default_car;Crit'air 1;Gazole;0;6
333975;car;333975:car;default_car;Crit'air 1;Gazole;0;6
336108;car;336108:car;default_car;Crit'air 1;Gazole;0;6
340631;car;340631:car;default_car;Crit'air 1;Gazole;0;6
368245;car;368245:car;default_car;Crit'air 1;Gazole;0;6
369728;car;369728:car;default_car;Crit'air 1;Gazole;0;6
394412;car;394412:car;default_car;Crit'air 1;Gazole;0;6
397668;car;397668:car;default_car;Crit'air 1;Gazole;0;6
333978;car;333978:car;default_car;Crit'air 1;Gazole;0;6
333983;car;333983:car;default_car;Crit'air 1;Gazole;0;6
335761;car;335761:car;default_car;Crit'air 1;Gazole;0;6
336020;car;336020:car;default_car;Crit'air 1;Gazole;0;6
340562;car;340562:car;default_car;Crit'air 1;Gazole;0;6
354637;car;354637:car;default_car;Crit'air 1;Gazole;0;6
369771;car;369771:car;default_car;Crit'air 1;Gazole;0;6
388071;car;388071:car;default_car;Crit'air 1;Gazole;0;6
333994;car;333994:car;default_car;Crit'air 1;Gazole;0;6
334010;car;334010:car;default_car;Crit'air 1;Gazole;0;6
334015;car;334015:car;default_car;Crit'air 1;Gazole;0;6
355585;car;355585:car;default_car;Crit'air 1;Gazole;0;6
379429;car;379429:car;default_car;Crit'air 1;Gazole;0;6
383073;car;383073:car;default_car;Crit'air 1;Gazole;0;6
408753;car;408753:car;default_car;Crit'air 1;Gazole;0;6
334026;car;334026:car;default_car;Crit'air 1;Gazole;0;6
339385;car;339385:car;default_car;Crit'air 1;Gazole;0;6
347845;car;347845:car;default_car;Crit'air 1;Gazole;0;6
366411;car;366411:car;default_car;Crit'air 1;Gazole;0;6
367629;car;367629:car;default_car;Crit'air 1;Gazole;0;6
369506;car;369506:car;default_car;Crit'air 1;Gazole;0;6
371411;car;371411:car;default_car;Crit'air 1;Gazole;0;6
384592;car;384592:car;default_car;Crit'air 1;Gazole;0;6
389352;car;389352:car;default_car;Crit'air 1;Gazole;0;6
399082;car;399082:car;default_car;Crit'air 1;Gazole;0;6
405987;car;405987:car;default_car;Crit'air 1;Gazole;0;6
334034;car;334034:car;default_car;Crit'air 1;Gazole;0;6
344542;car;344542:car;default_car;Crit'air 1;Gazole;0;6
386670;car;386670:car;default_car;Crit'air 1;Gazole;0;6
403184;car;403184:car;default_car;Crit'air 1;Gazole;0;6
334061;car;334061:car;default_car;Crit'air 1;Gazole;0;6
347311;car;347311:car;default_car;Crit'air 1;Gazole;0;6
355408;car;355408:car;default_car;Crit'air 1;Gazole;0;6
358102;car;358102:car;default_car;Crit'air 1;Gazole;0;6
376116;car;376116:car;default_car;Crit'air 1;Gazole;0;6
387934;car;387934:car;default_car;Crit'air 1;Gazole;0;6
391071;car;391071:car;default_car;Crit'air 1;Gazole;0;6
398324;car;398324:car;default_car;Crit'air 1;Gazole;0;6
401390;car;401390:car;default_car;Crit'air 1;Gazole;0;6
334077;car;334077:car;default_car;Crit'air 1;Gazole;0;6
348166;car;348166:car;default_car;Crit'air 1;Gazole;0;6
334109;car;334109:car;default_car;Crit'air 1;Gazole;0;6
334169;car;334169:car;default_car;Crit'air 1;Gazole;0;6
335890;car;335890:car;default_car;Crit'air 1;Gazole;0;6
353292;car;353292:car;default_car;Crit'air 1;Gazole;0;6
386731;car;386731:car;default_car;Crit'air 1;Gazole;0;6
334222;car;334222:car;default_car;Crit'air 1;Gazole;0;6
339597;car;339597:car;default_car;Crit'air 1;Gazole;0;6
347689;car;347689:car;default_car;Crit'air 1;Gazole;0;6
348560;car;348560:car;default_car;Crit'air 1;Gazole;0;6
367505;car;367505:car;default_car;Crit'air 1;Gazole;0;6
374068;car;374068:car;default_car;Crit'air 1;Gazole;0;6
380026;car;380026:car;default_car;Crit'air 1;Gazole;0;6
387570;car;387570:car;default_car;Crit'air 1;Gazole;0;6
395640;car;395640:car;default_car;Crit'air 1;Gazole;0;6
401295;car;401295:car;default_car;Crit'air 1;Gazole;0;6
403626;car;403626:car;default_car;Crit'air 1;Gazole;0;6
334237;car;334237:car;default_car;Crit'air 1;Gazole;0;6
347570;car;347570:car;default_car;Crit'air 1;Gazole;0;6
367713;car;367713:car;default_car;Crit'air 1;Gazole;0;6
334269;car;334269:car;default_car;Crit'air 1;Gazole;0;6
334272;car;334272:car;default_car;Crit'air 1;Gazole;0;6
392066;car;392066:car;default_car;Crit'air 1;Gazole;0;6
334294;car;334294:car;default_car;Crit'air 1;Gazole;0;6
334309;car;334309:car;default_car;Crit'air 1;Gazole;0;6
348653;car;348653:car;default_car;Crit'air 1;Gazole;0;6
397702;car;397702:car;default_car;Crit'air 1;Gazole;0;6
334330;car;334330:car;default_car;Crit'air 1;Gazole;0;6
403708;car;403708:car;default_car;Crit'air 1;Gazole;0;6
334339;car;334339:car;default_car;Crit'air 1;Gazole;0;6
334350;car;334350:car;default_car;Crit'air 1;Gazole;0;6
401547;car;401547:car;default_car;Crit'air 1;Gazole;0;6
334386;car;334386:car;default_car;Crit'air 1;Gazole;0;6
338420;car;338420:car;default_car;Crit'air 1;Gazole;0;6
334395;car;334395:car;default_car;Crit'air 1;Gazole;0;6
336524;car;336524:car;default_car;Crit'air 1;Gazole;0;6
334398;car;334398:car;default_car;Crit'air 1;Gazole;0;6
334402;car;334402:car;default_car;Crit'air 1;Gazole;0;6
338220;car;338220:car;default_car;Crit'air 1;Gazole;0;6
356288;car;356288:car;default_car;Crit'air 1;Gazole;0;6
367044;car;367044:car;default_car;Crit'air 1;Gazole;0;6
370427;car;370427:car;default_car;Crit'air 1;Gazole;0;6
378471;car;378471:car;default_car;Crit'air 1;Gazole;0;6
386128;car;386128:car;default_car;Crit'air 1;Gazole;0;6
406687;car;406687:car;default_car;Crit'air 1;Gazole;0;6
408260;car;408260:car;default_car;Crit'air 1;Gazole;0;6
334415;car;334415:car;default_car;Crit'air 1;Gazole;0;6
336459;car;336459:car;default_car;Crit'air 1;Gazole;0;6
408360;car;408360:car;default_car;Crit'air 1;Gazole;0;6
334456;car;334456:car;default_car;Crit'air 1;Gazole;0;6
351990;car;351990:car;default_car;Crit'air 1;Gazole;0;6
373670;car;373670:car;default_car;Crit'air 1;Gazole;0;6
393687;car;393687:car;default_car;Crit'air 1;Gazole;0;6
400903;car;400903:car;default_car;Crit'air 1;Gazole;0;6
334533;car;334533:car;default_car;Crit'air 1;Gazole;0;6
334579;car;334579:car;default_car;Crit'air 1;Gazole;0;6
349178;car;349178:car;default_car;Crit'air 1;Gazole;0;6
360311;car;360311:car;default_car;Crit'air 1;Gazole;0;6
373774;car;373774:car;default_car;Crit'air 1;Gazole;0;6
408865;car;408865:car;default_car;Crit'air 1;Gazole;0;6
334594;car;334594:car;default_car;Crit'air 1;Gazole;0;6
334596;car;334596:car;default_car;Crit'air 1;Gazole;0;6
350370;car;350370:car;default_car;Crit'air 1;Gazole;0;6
391886;car;391886:car;default_car;Crit'air 1;Gazole;0;6
334597;car;334597:car;default_car;Crit'air 1;Gazole;0;6
343844;car;343844:car;default_car;Crit'air 1;Gazole;0;6
386108;car;386108:car;default_car;Crit'air 1;Gazole;0;6
404056;car;404056:car;default_car;Crit'air 1;Gazole;0;6
334616;car;334616:car;default_car;Crit'air 1;Gazole;0;6
377007;car;377007:car;default_car;Crit'air 1;Gazole;0;6
383749;car;383749:car;default_car;Crit'air 1;Gazole;0;6
334648;car;334648:car;default_car;Crit'air 1;Gazole;0;6
334696;car;334696:car;default_car;Crit'air 1;Gazole;0;6
337001;car;337001:car;default_car;Crit'air 1;Gazole;0;6
345997;car;345997:car;default_car;Crit'air 1;Gazole;0;6
350443;car;350443:car;default_car;Crit'air 1;Gazole;0;6
362961;car;362961:car;default_car;Crit'air 1;Gazole;0;6
364955;car;364955:car;default_car;Crit'air 1;Gazole;0;6
376138;car;376138:car;default_car;Crit'air 1;Gazole;0;6
387222;car;387222:car;default_car;Crit'air 1;Gazole;0;6
396763;car;396763:car;default_car;Crit'air 1;Gazole;0;6
334727;car;334727:car;default_car;Crit'air 1;Gazole;0;6
340433;car;340433:car;default_car;Crit'air 1;Gazole;0;6
374934;car;374934:car;default_car;Crit'air 1;Gazole;0;6
334753;car;334753:car;default_car;Crit'air 1;Gazole;0;6
398941;car;398941:car;default_car;Crit'air 1;Gazole;0;6
334758;car;334758:car;default_car;Crit'air 1;Gazole;0;6
334762;car;334762:car;default_car;Crit'air 1;Gazole;0;6
368574;car;368574:car;default_car;Crit'air 1;Gazole;0;6
334791;car;334791:car;default_car;Crit'air 1;Gazole;0;6
334804;car;334804:car;default_car;Crit'air 1;Gazole;0;6
380518;car;380518:car;default_car;Crit'air 1;Gazole;0;6
390433;car;390433:car;default_car;Crit'air 1;Gazole;0;6
334813;car;334813:car;default_car;Crit'air 1;Gazole;0;6
334929;car;334929:car;default_car;Crit'air 1;Gazole;0;6
334972;car;334972:car;default_car;Crit'air 1;Gazole;0;6
339685;car;339685:car;default_car;Crit'air 1;Gazole;0;6
362548;car;362548:car;default_car;Crit'air 1;Gazole;0;6
390749;car;390749:car;default_car;Crit'air 1;Gazole;0;6
401181;car;401181:car;default_car;Crit'air 1;Gazole;0;6
335050;car;335050:car;default_car;Crit'air 1;Gazole;0;6
345663;car;345663:car;default_car;Crit'air 1;Gazole;0;6
391733;car;391733:car;default_car;Crit'air 1;Gazole;0;6
398247;car;398247:car;default_car;Crit'air 1;Gazole;0;6
335080;car;335080:car;default_car;Crit'air 1;Gazole;0;6
335090;car;335090:car;default_car;Crit'air 1;Gazole;0;6
345505;car;345505:car;default_car;Crit'air 1;Gazole;0;6
365199;car;365199:car;default_car;Crit'air 1;Gazole;0;6
335133;car;335133:car;default_car;Crit'air 1;Gazole;0;6
389701;car;389701:car;default_car;Crit'air 1;Gazole;0;6
335137;car;335137:car;default_car;Crit'air 1;Gazole;0;6
342607;car;342607:car;default_car;Crit'air 1;Gazole;0;6
335196;car;335196:car;default_car;Crit'air 1;Gazole;0;6
395829;car;395829:car;default_car;Crit'air 1;Gazole;0;6
335209;car;335209:car;default_car;Crit'air 1;Gazole;0;6
346636;car;346636:car;default_car;Crit'air 1;Gazole;0;6
353134;car;353134:car;default_car;Crit'air 1;Gazole;0;6
365172;car;365172:car;default_car;Crit'air 1;Gazole;0;6
371382;car;371382:car;default_car;Crit'air 1;Gazole;0;6
382181;car;382181:car;default_car;Crit'air 1;Gazole;0;6
383914;car;383914:car;default_car;Crit'air 1;Gazole;0;6
405432;car;405432:car;default_car;Crit'air 1;Gazole;0;6
407629;car;407629:car;default_car;Crit'air 1;Gazole;0;6
335258;car;335258:car;default_car;Crit'air 1;Gazole;0;6
339419;car;339419:car;default_car;Crit'air 1;Gazole;0;6
344601;car;344601:car;default_car;Crit'air 1;Gazole;0;6
335271;car;335271:car;default_car;Crit'air 1;Gazole;0;6
335292;car;335292:car;default_car;Crit'air 1;Gazole;0;6
347673;car;347673:car;default_car;Crit'air 1;Gazole;0;6
360773;car;360773:car;default_car;Crit'air 1;Gazole;0;6
410768;car;410768:car;default_car;Crit'air 1;Gazole;0;6
335300;car;335300:car;default_car;Crit'air 1;Gazole;0;6
352152;car;352152:car;default_car;Crit'air 1;Gazole;0;6
365741;car;365741:car;default_car;Crit'air 1;Gazole;0;6
366319;car;366319:car;default_car;Crit'air 1;Gazole;0;6
335322;car;335322:car;default_car;Crit'air 1;Gazole;0;6
335353;car;335353:car;default_car;Crit'air 1;Gazole;0;6
405330;car;405330:car;default_car;Crit'air 1;Gazole;0;6
335358;car;335358:car;default_car;Crit'air 1;Gazole;0;6
335366;car;335366:car;default_car;Crit'air 1;Gazole;0;6
335370;car;335370:car;default_car;Crit'air 1;Gazole;0;6
339008;car;339008:car;default_car;Crit'air 1;Gazole;0;6
353250;car;353250:car;default_car;Crit'air 1;Gazole;0;6
386342;car;386342:car;default_car;Crit'air 1;Gazole;0;6
394501;car;394501:car;default_car;Crit'air 1;Gazole;0;6
335371;car;335371:car;default_car;Crit'air 1;Gazole;0;6
352582;car;352582:car;default_car;Crit'air 1;Gazole;0;6
335374;car;335374:car;default_car;Crit'air 1;Gazole;0;6
350868;car;350868:car;default_car;Crit'air 1;Gazole;0;6
353507;car;353507:car;default_car;Crit'air 1;Gazole;0;6
362383;car;362383:car;default_car;Crit'air 1;Gazole;0;6
364151;car;364151:car;default_car;Crit'air 1;Gazole;0;6
407051;car;407051:car;default_car;Crit'air 1;Gazole;0;6
335377;car;335377:car;default_car;Crit'air 1;Gazole;0;6
355640;car;355640:car;default_car;Crit'air 1;Gazole;0;6
335383;car;335383:car;default_car;Crit'air 1;Gazole;0;6
338375;car;338375:car;default_car;Crit'air 1;Gazole;0;6
385849;car;385849:car;default_car;Crit'air 1;Gazole;0;6
335388;car;335388:car;default_car;Crit'air 1;Gazole;0;6
340782;car;340782:car;default_car;Crit'air 1;Gazole;0;6
341498;car;341498:car;default_car;Crit'air 1;Gazole;0;6
345867;car;345867:car;default_car;Crit'air 1;Gazole;0;6
360096;car;360096:car;default_car;Crit'air 1;Gazole;0;6
374651;car;374651:car;default_car;Crit'air 1;Gazole;0;6
374842;car;374842:car;default_car;Crit'air 1;Gazole;0;6
399417;car;399417:car;default_car;Crit'air 1;Gazole;0;6
400491;car;400491:car;default_car;Crit'air 1;Gazole;0;6
409903;car;409903:car;default_car;Crit'air 1;Gazole;0;6
410280;car;410280:car;default_car;Crit'air 1;Gazole;0;6
335392;car;335392:car;default_car;Crit'air 1;Gazole;0;6
371263;car;371263:car;default_car;Crit'air 1;Gazole;0;6
335411;car;335411:car;default_car;Crit'air 1;Gazole;0;6
363818;car;363818:car;default_car;Crit'air 1;Gazole;0;6
335418;car;335418:car;default_car;Crit'air 1;Gazole;0;6
346910;car;346910:car;default_car;Crit'air 1;Gazole;0;6
346917;car;346917:car;default_car;Crit'air 1;Gazole;0;6
373240;car;373240:car;default_car;Crit'air 1;Gazole;0;6
382938;car;382938:car;default_car;Crit'air 1;Gazole;0;6
388184;car;388184:car;default_car;Crit'air 1;Gazole;0;6
395126;car;395126:car;default_car;Crit'air 1;Gazole;0;6
398840;car;398840:car;default_car;Crit'air 1;Gazole;0;6
411050;car;411050:car;default_car;Crit'air 1;Gazole;0;6
335489;car;335489:car;default_car;Crit'air 1;Gazole;0;6
347330;car;347330:car;default_car;Crit'air 1;Gazole;0;6
353556;car;353556:car;default_car;Crit'air 1;Gazole;0;6
357080;car;357080:car;default_car;Crit'air 1;Gazole;0;6
370698;car;370698:car;default_car;Crit'air 1;Gazole;0;6
386214;car;386214:car;default_car;Crit'air 1;Gazole;0;6
393339;car;393339:car;default_car;Crit'air 1;Gazole;0;6
397870;car;397870:car;default_car;Crit'air 1;Gazole;0;6
400949;car;400949:car;default_car;Crit'air 1;Gazole;0;6
404201;car;404201:car;default_car;Crit'air 1;Gazole;0;6
335492;car;335492:car;default_car;Crit'air 1;Gazole;0;6
335530;car;335530:car;default_car;Crit'air 1;Gazole;0;6
388299;car;388299:car;default_car;Crit'air 1;Gazole;0;6
335535;car;335535:car;default_car;Crit'air 1;Gazole;0;6
340618;car;340618:car;default_car;Crit'air 1;Gazole;0;6
335536;car;335536:car;default_car;Crit'air 1;Gazole;0;6
389584;car;389584:car;default_car;Crit'air 1;Gazole;0;6
335539;car;335539:car;default_car;Crit'air 1;Gazole;0;6
335555;car;335555:car;default_car;Crit'air 1;Gazole;0;6
335571;car;335571:car;default_car;Crit'air 1;Gazole;0;6
351111;car;351111:car;default_car;Crit'air 1;Gazole;0;6
