person_id;household_id;age;employed;sex;socioprofessional_class;has_driving_license;has_pt_subscription;census_person_id;hts_id
104583;104583;23;False;male;0;True;True;12562;11036
110257;110257;24;True;male;0;True;False;13195;11036
111599;111599;22;True;male;0;True;False;13385;11036
125483;125483;27;True;male;0;True;False;15002;11036
126711;126711;27;False;male;0;True;False;15012;11036
134868;134868;28;True;male;0;True;False;15683;11036
139474;139474;27;True;male;0;True;True;16162;11036
140073;140073;26;True;male;0;True;False;16241;11036
104601;104601;23;False;male;0;True;True;12562;17470
104630;104630;23;False;male;0;True;False;12562;681
104646;104646;24;False;male;0;True;False;12563;4598
104701;104701;24;False;male;0;True;False;12563;43233
121976;121976;29;True;male;0;True;True;14564;43233
125008;125008;25;True;male;0;True;False;15000;43233
104709;104709;24;False;male;0;True;True;12563;23661
109207;109207;21;False;male;0;True;False;12880;23661
104805;104805;24;False;male;0;False;True;12567;40149
122465;122465;28;True;male;0;False;True;14768;40149
126269;126269;26;True;male;0;False;False;15006;40149
104824;104824;24;False;male;0;False;False;12567;1961
104862;104862;21;True;female;0;True;False;12568;23597
127481;127481;27;True;female;0;True;False;15022;23597
131709;131709;29;True;female;0;True;False;15304;23597
137077;137077;29;True;female;0;True;False;15984;23597
138268;138268;26;True;female;0;True;False;16061;23597
104885;104885;21;True;female;0;True;True;12568;33795
105034;105034;22;True;female;0;True;False;12569;40689
106731;106731;22;True;female;0;True;True;12665;40689
124231;124231;27;False;female;0;True;False;14912;40689
134095;134095;28;False;female;0;True;True;15433;40689
105043;105043;22;True;female;0;True;False;12569;38966
105074;105074;22;True;female;0;True;True;12569;22497
136996;136996;27;True;female;0;True;False;15982;22497
105102;105102;23;True;female;0;True;False;12570;23646
121200;121200;27;True;female;0;True;False;14422;23646
105128;105128;23;True;female;0;True;True;12570;47976
115558;115558;25;True;female;0;True;True;13860;47976
105136;105136;23;True;female;0;True;False;12570;34536
105159;105159;23;True;female;0;True;True;12570;35383
105196;105196;23;True;female;0;True;False;12570;34343
105889;105889;24;False;female;0;True;False;12579;34343
105280;105280;24;True;female;0;True;False;12571;33511
105337;105337;24;True;female;0;True;False;12571;15426
105345;105345;24;True;female;0;True;False;12571;8773
135339;135339;27;True;female;0;True;False;15782;8773
105350;105350;24;True;female;0;True;False;12571;10758
105445;105445;23;True;female;0;False;True;12574;28705
105473;105473;23;True;female;0;False;True;12574;19161
105516;105516;21;False;female;0;True;False;12576;10666
129385;129385;25;True;female;0;True;True;15060;10666
135100;135100;28;True;female;0;True;True;15743;10666
105582;105582;21;False;female;0;True;True;12576;18835
135635;135635;27;True;female;0;True;False;15822;18835
105698;105698;22;False;female;0;True;True;12577;8065
105725;105725;22;False;female;0;True;True;12577;22768
105739;105739;23;False;female;0;True;False;12578;9006
105794;105794;23;False;female;0;True;False;12578;2426
133287;133287;27;True;female;0;True;False;15382;2426
105811;105811;23;False;female;0;True;False;12578;24416
115968;115968;29;False;female;0;True;False;13874;24416
117100;117100;25;True;female;0;True;False;13900;24416
105866;105866;24;False;female;0;True;False;12579;3991
105920;105920;24;False;female;0;True;False;12579;21226
127947;127947;29;True;female;0;True;False;15024;21226
106116;106116;21;True;male;0;True;True;12584;42867
121491;121491;29;False;male;0;True;False;14454;42867
130952;130952;28;True;male;0;True;False;15283;42867
132500;132500;27;True;male;0;True;True;15362;42867
132526;132526;27;True;male;0;True;False;15362;42867
106127;106127;21;True;male;0;True;False;12584;11243
135192;135192;27;True;male;0;True;True;15762;11243
136228;136228;27;True;male;0;True;True;15922;11243
106134;106134;22;True;male;0;True;False;12585;24328
118261;118261;29;True;male;0;True;False;13924;24328
106150;106150;22;True;male;0;True;True;12585;15101
106233;106233;22;True;male;0;False;False;12589;6868
106268;106268;21;False;male;0;True;True;12592;23963
106287;106287;22;False;male;0;True;False;12593;5855
125407;125407;27;True;male;0;True;True;15002;5855
106352;106352;24;False;male;0;False;False;12599;16148
106405;106405;23;True;female;0;True;True;12602;917
120732;120732;25;True;female;0;True;False;14340;917
106419;106419;23;True;female;0;True;False;12602;25582
106494;106494;21;False;female;0;True;False;12608;25231
106527;106527;23;False;female;0;True;False;12610;29418
106597;106597;23;True;male;0;True;False;12618;43107
106609;106609;23;True;male;0;False;False;12622;44003
106637;106637;23;True;female;0;True;False;12634;47246
106713;106713;23;False;male;0;True;True;12658;47036
106761;106761;22;False;female;0;True;False;12673;2278
106865;106865;22;True;female;0;True;False;12697;19074
107669;107669;21;True;female;0;True;False;12792;19074
112351;112351;24;False;female;0;True;True;13411;19074
117656;117656;29;True;female;0;True;False;13904;19074
119014;119014;27;True;female;0;True;False;14062;19074
133610;133610;25;False;female;0;True;False;15390;19074
106907;106907;23;False;female;0;True;False;12706;23143
111241;111241;23;True;female;0;True;False;13338;23143
139049;139049;25;True;female;0;True;True;16100;23143
106915;106915;24;False;female;0;True;True;12707;24085
127746;127746;28;True;female;0;True;False;15023;24085
106916;106916;24;False;female;0;True;False;12707;1196
106946;106946;22;True;male;0;True;False;12713;14479
120519;120519;29;True;male;0;True;True;14284;14479
122313;122313;27;False;male;0;True;False;14732;14479
123253;123253;25;True;male;0;True;True;14880;14479
136226;136226;27;True;male;0;True;True;15922;14479
107030;107030;22;True;female;0;True;True;12729;23090
114832;114832;23;False;female;0;True;False;13794;23090
127925;127925;29;True;female;0;True;False;15024;23090
127998;127998;29;True;female;0;True;False;15024;23090
107314;107314;22;True;male;0;True;True;12777;2726
125292;125292;27;True;male;0;True;False;15002;2726
107368;107368;23;True;male;0;True;False;12778;22376
116360;116360;27;True;male;0;True;False;13882;22376
107383;107383;23;True;male;0;True;True;12778;25859
116474;116474;28;True;male;0;True;True;13883;25859
107457;107457;21;True;male;0;False;False;12780;30702
107613;107613;24;False;male;0;True;False;12787;6301
107675;107675;21;True;female;0;True;False;12792;3503
107692;107692;22;True;female;0;True;False;12793;34652
119006;119006;26;True;female;0;True;False;14061;34652
107699;107699;22;True;female;0;True;False;12793;46624
119184;119184;25;True;female;0;True;False;14100;46624
107700;107700;22;True;female;0;True;False;12793;35937
107717;107717;22;True;female;0;True;True;12793;21379
107722;107722;23;True;female;0;True;True;12794;1711
131438;131438;25;True;female;0;True;False;15300;1711
107780;107780;24;True;female;0;True;False;12795;23026
131898;131898;27;False;female;0;True;False;15312;23026
107821;107821;23;True;female;0;False;False;12798;1521
107827;107827;24;True;female;0;False;False;12799;7415
107840;107840;21;False;female;0;True;False;12800;20566
109012;109012;23;False;female;0;True;True;12866;20566
109268;109268;23;True;female;0;True;False;12890;20566
107896;107896;23;False;female;0;True;False;12802;40201
107908;107908;23;False;female;0;True;False;12802;48270
139131;139131;27;False;female;0;True;True;16112;48270
107922;107922;23;False;female;0;True;False;12802;23817
115648;115648;26;True;female;0;True;False;13861;23817
136110;136110;27;True;female;0;True;False;15902;23817
108063;108063;22;False;male;0;True;True;12817;19114
133831;133831;27;True;male;0;True;False;15402;19114
108094;108094;21;True;female;0;True;True;12824;16809
114141;114141;21;True;female;0;True;True;13656;16809
134381;134381;25;False;female;0;True;False;15550;16809
138467;138467;28;True;female;0;True;False;16063;16809
108137;108137;22;True;female;0;False;False;12829;28755
108192;108192;21;True;male;0;True;True;12840;34635
109669;109669;23;True;male;0;True;True;13034;34635
110460;110460;24;False;male;0;True;False;13235;34635
108218;108218;21;True;male;0;True;False;12840;25882
120022;120022;29;True;male;0;True;False;14204;25882
123776;123776;26;False;male;0;True;True;14891;25882
125978;125978;29;True;male;0;True;False;15004;25882
108231;108231;21;True;male;0;True;False;12840;1105
108252;108252;22;True;male;0;True;False;12841;27845
121288;121288;25;True;male;0;True;False;14440;27845
108272;108272;22;True;male;0;True;False;12841;48463
111129;111129;23;False;male;0;True;False;13330;48463
120103;120103;26;False;male;0;True;False;14211;48463
142127;142127;25;False;male;0;True;False;16450;48463
108335;108335;23;True;male;0;True;True;12842;6700
124891;124891;25;True;male;0;True;False;15000;6700
124913;124913;25;True;male;0;True;False;15000;6700
142076;142076;25;True;male;0;True;False;16440;6700
108365;108365;23;True;male;0;True;True;12842;23839
116625;116625;29;True;male;0;True;False;13884;23839
123802;123802;28;False;male;0;True;False;14893;23839
128965;128965;25;True;male;0;True;False;15040;23839
130568;130568;28;True;male;0;True;False;15243;23839
108528;108528;21;False;male;0;True;False;12848;31380
108538;108538;21;False;male;0;True;False;12848;42864
108668;108668;24;False;male;0;False;True;12855;17664
108795;108795;23;True;female;0;True;False;12858;15421
108801;108801;23;True;female;0;True;True;12858;16114
120157;120157;25;True;female;0;True;False;14220;16114
130460;130460;27;True;female;0;True;False;15222;16114
108829;108829;24;True;female;0;True;False;12859;46975
108921;108921;21;False;female;0;True;True;12864;23561
117513;117513;28;True;female;0;True;True;13903;23561
130186;130186;25;True;female;0;True;False;15180;23561
130446;130446;26;True;female;0;True;False;15221;23561
108964;108964;22;False;female;0;True;True;12865;37517
111978;111978;21;True;female;0;True;False;13400;37517
122399;122399;29;False;female;0;True;False;14754;37517
129830;129830;25;False;female;0;True;False;15110;37517
135653;135653;28;True;female;0;True;False;15823;37517
108972;108972;22;False;female;0;True;False;12865;43498
109072;109072;24;False;female;0;True;False;12867;35805
109228;109228;24;False;male;0;True;False;12883;9160
109238;109238;23;False;male;0;False;False;12886;3120
109252;109252;21;True;female;0;True;False;12888;34593
123226;123226;29;False;female;0;True;True;14874;34593
109397;109397;22;True;female;0;False;False;12925;17653
109431;109431;21;False;male;0;True;True;12944;39091
131369;131369;29;False;male;0;True;True;15294;39091
131999;131999;26;True;male;0;True;True;15321;39091
109577;109577;21;False;male;0;True;True;13008;34776
129946;129946;27;False;male;0;True;False;15132;34776
109661;109661;22;True;male;0;True;False;13033;18280
109673;109673;24;True;male;0;True;False;13035;3340
136408;136408;25;True;male;0;True;False;15960;3340
109678;109678;24;True;male;0;True;False;13035;31818
109692;109692;21;False;male;0;True;False;13040;15549
109703;109703;24;False;male;0;True;False;13043;22912
109790;109790;21;False;male;0;True;True;13072;31080
109903;109903;22;False;male;0;True;False;13105;20110
114613;114613;23;True;male;0;True;False;13770;20110
122703;122703;26;False;male;0;True;False;14811;20110
109982;109982;24;True;male;0;True;False;13131;35748
116021;116021;25;True;male;0;True;True;13880;35748
122041;122041;29;True;male;0;True;False;14604;35748
110196;110196;24;False;female;0;True;False;13187;41980
112146;112146;24;True;female;0;True;False;13403;41980
112501;112501;22;True;female;0;True;True;13433;41980
110198;110198;24;False;female;0;True;False;13187;42881
128032;128032;29;True;female;0;True;True;15024;42881
110258;110258;24;True;male;0;True;False;13195;42878
140576;140576;25;True;male;0;True;False;16280;42878
141400;141400;27;True;male;0;True;False;16362;42878
110310;110310;24;False;male;0;True;True;13203;47334
136622;136622;29;True;male;0;True;True;15964;47334
110322;110322;21;True;female;0;True;False;13208;35986
139382;139382;29;True;female;0;True;False;16144;35986
110341;110341;22;True;female;0;True;False;13209;20761
118366;118366;28;True;female;0;True;True;13943;20761
110489;110489;23;True;female;0;True;True;13242;20331
110529;110529;21;True;male;0;True;False;13256;46240
110558;110558;23;True;male;0;True;False;13258;21662
114645;114645;24;True;male;0;True;False;13771;21662
119846;119846;25;True;male;0;True;False;14200;21662
123794;123794;27;False;male;0;True;True;14892;21662
110610;110610;23;False;male;0;True;False;13266;47368
110613;110613;24;False;male;0;True;False;13267;46357
110658;110658;23;True;female;0;True;False;13274;13465
110670;110670;24;True;female;0;True;True;13275;1434
110754;110754;24;True;male;0;True;True;13291;982
118262;118262;29;True;male;0;True;False;13924;982
110851;110851;21;True;male;0;True;False;13320;43148
121377;121377;28;True;male;0;True;False;14443;43148
132474;132474;26;True;male;0;True;False;15361;43148
134866;134866;27;True;male;0;True;True;15682;43148
110875;110875;22;True;male;0;True;False;13321;32562
110885;110885;22;True;male;0;True;False;13321;686
114709;114709;24;False;male;0;True;False;13779;686
141423;141423;28;True;male;0;True;False;16363;686
110951;110951;23;True;male;0;True;False;13322;17340
139726;139726;26;True;male;0;True;True;16201;17340
111279;111279;24;True;female;0;True;False;13339;11386
119438;119438;25;True;female;0;True;False;14140;11386
111332;111332;21;False;female;0;True;False;13344;847
117141;117141;25;True;female;0;True;False;13900;847
111342;111342;22;False;female;0;True;False;13345;25014
111369;111369;24;False;female;0;True;True;13347;24052
111377;111377;21;False;female;0;False;False;13348;23719
111396;111396;21;True;male;0;True;False;13352;41245
136453;136453;26;True;male;0;True;False;15961;41245
111433;111433;23;True;male;0;False;False;13358;21738
111464;111464;22;True;female;0;True;True;13369;37617
111487;111487;21;False;female;0;True;False;13376;14187
111508;111508;21;True;male;0;True;True;13384;43867
120802;120802;26;True;male;0;True;False;14361;43867
111623;111623;22;True;male;0;True;False;13385;42332
141368;141368;26;True;male;0;True;False;16361;42332
111636;111636;23;True;male;0;True;True;13386;5872
111645;111645;23;True;male;0;True;False;13386;15468
111734;111734;24;True;male;0;True;True;13387;40036
111904;111904;23;False;male;0;True;False;13394;19461
135477;135477;27;True;male;0;True;False;15802;19461
112066;112066;22;True;female;0;True;True;13401;40422
127222;127222;26;True;female;0;True;False;15021;40422
112079;112079;23;True;female;0;True;True;13402;41095
112098;112098;23;True;female;0;True;False;13402;10682
113702;113702;22;True;female;0;True;True;13593;10682
112099;112099;23;True;female;0;True;False;13402;20481
120154;120154;25;True;female;0;True;True;14220;20481
112122;112122;23;True;female;0;True;False;13402;40030
132266;132266;28;False;female;0;True;False;15353;40030
112131;112131;23;True;female;0;True;True;13402;10792
112161;112161;24;True;female;0;True;False;13403;42380
112166;112166;24;True;female;0;True;False;13403;7767
141803;141803;29;True;female;0;True;False;16384;7767
112208;112208;22;True;female;0;False;False;13405;4931
117924;117924;28;True;female;0;False;True;13908;4931
112219;112219;22;True;female;0;False;False;13405;37169
112239;112239;24;True;female;0;False;False;13407;26333
112420;112420;23;True;male;0;True;True;13418;6534
112459;112459;21;False;male;0;True;True;13424;32564
112621;112621;21;True;male;0;False;False;13452;849
112738;112738;22;True;female;0;False;False;13469;1746
112804;112804;22;True;male;0;True;True;13481;43309
112890;112890;22;True;female;0;True;False;13497;20126
112892;112892;22;True;female;0;True;False;13497;24506
112911;112911;24;True;female;0;True;False;13499;28732
112951;112951;21;True;male;0;True;False;13512;29997
113151;113151;22;True;male;0;True;False;13545;16926
113166;113166;22;True;male;0;True;False;13545;23587
113191;113191;23;True;male;0;True;True;13546;48963
124999;124999;25;True;male;0;True;False;15000;48963
113238;113238;24;True;male;0;False;False;13551;43535
129920;129920;26;True;male;0;False;False;15126;43535
113496;113496;23;True;male;0;True;False;13578;36249
113546;113546;24;True;male;0;True;False;13579;13868
113629;113629;23;False;male;0;True;False;13586;13868
124836;124836;25;True;male;0;True;True;15000;13868
140042;140042;25;True;male;0;True;False;16240;13868
113654;113654;24;False;male;0;False;False;13591;48017
113763;113763;24;True;female;0;True;False;13595;46752
127014;127014;25;True;female;0;True;False;15020;46752
128795;128795;29;False;female;0;True;False;15034;46752
113807;113807;21;False;female;0;True;False;13600;16248
113888;113888;24;True;male;0;True;False;13611;39368
113987;113987;23;True;male;0;True;True;13642;25892
113999;113999;23;True;male;0;True;True;13642;8605
137547;137547;26;True;male;0;True;False;16041;8605
114036;114036;24;True;male;0;True;False;13643;31105
114112;114112;23;False;male;0;True;True;13650;26583
114164;114164;21;True;female;0;True;False;13656;8375
114232;114232;24;True;female;0;True;True;13659;22936
114306;114306;24;False;female;0;True;False;13667;12404
114355;114355;24;True;male;0;False;False;13679;31197
122287;122287;25;True;male;0;False;False;14725;31197
114427;114427;23;True;male;0;False;True;13710;3145
114464;114464;24;False;female;0;True;False;13731;7894
114479;114479;22;True;male;0;True;False;13737;1790
114608;114608;23;True;male;0;True;False;13770;20475
132627;132627;28;True;male;0;True;True;15363;20475
138110;138110;29;False;male;0;True;False;16054;20475
114708;114708;24;False;male;0;True;False;13779;13663
114718;114718;23;False;male;0;False;False;13782;7113
114736;114736;21;True;female;0;True;False;13784;25449
114760;114760;23;True;female;0;True;False;13786;24571
114794;114794;24;True;female;0;True;False;13787;22329
117559;117559;28;True;female;0;True;False;13903;22329
114965;114965;29;True;male;0;False;False;13809;46806
115083;115083;26;False;female;0;False;True;13836;43655
115132;115132;25;True;male;0;True;False;13840;40471
115187;115187;26;True;male;0;True;False;13841;34131
131008;131008;28;True;male;0;True;True;15283;34131
141592;141592;25;False;male;0;True;False;16370;34131
115196;115196;26;True;male;0;True;False;13841;27850
115275;115275;28;True;male;0;True;False;13843;14255
125951;125951;29;True;male;0;True;True;15004;14255
132660;132660;28;True;male;0;True;False;15363;14255
115289;115289;28;True;male;0;True;True;13843;17223
115423;115423;27;True;male;0;False;True;13847;14322
115479;115479;29;True;male;0;False;False;13849;27472
115515;115515;28;False;male;0;True;True;13853;18589
115586;115586;25;True;female;0;True;False;13860;38045
127854;127854;29;True;female;0;True;True;15024;38045
115634;115634;26;True;female;0;True;True;13861;43182
127649;127649;28;True;female;0;True;True;15023;43182
136293;136293;25;True;female;0;True;True;15940;43182
115638;115638;26;True;female;0;True;False;13861;17077
115651;115651;26;True;female;0;True;True;13861;27713
127053;127053;25;True;female;0;True;False;15020;27713
140941;140941;26;True;female;0;True;False;16301;27713
115673;115673;27;True;female;0;True;True;13862;8147
115686;115686;27;True;female;0;True;False;13862;42415
115697;115697;27;True;female;0;True;False;13862;39993
115704;115704;27;True;female;0;True;False;13862;3800
115773;115773;29;True;female;0;True;True;13864;7223
115785;115785;29;True;female;0;True;False;13864;37077
122352;122352;28;True;female;0;True;False;14743;37077
131477;131477;26;True;female;0;True;True;15301;37077
134197;134197;28;False;female;0;True;False;15473;37077
142034;142034;27;True;female;0;True;False;16422;37077
115829;115829;25;True;female;0;False;True;13865;36094
115831;115831;25;True;female;0;False;False;13865;24517
116056;116056;25;True;male;0;True;True;13880;27711
116137;116137;26;True;male;0;True;False;13881;42319
129869;129869;26;True;male;0;True;False;15121;42319
116144;116144;26;True;male;0;True;True;13881;20612
137646;137646;27;True;male;0;True;False;16042;20612
116157;116157;26;True;male;0;True;True;13881;30978
132380;132380;26;True;male;0;True;True;15361;30978
116166;116166;26;True;male;0;True;True;13881;1237
116296;116296;27;True;male;0;True;False;13882;38458
116430;116430;28;True;male;0;True;True;13883;37506
121694;121694;25;True;male;0;True;False;14480;37506
116453;116453;28;True;male;0;True;True;13883;10803
130369;130369;29;True;male;0;True;False;15204;10803
116490;116490;28;True;male;0;True;True;13883;35561
142312;142312;25;True;male;0;True;False;16520;35561
116552;116552;29;True;male;0;True;True;13884;46015
139681;139681;25;True;male;0;True;False;16200;46015
140282;140282;28;False;male;0;True;False;16253;46015
116635;116635;29;True;male;0;True;False;13884;25643
123303;123303;25;True;male;0;True;True;14880;25643
116650;116650;29;True;male;0;True;False;13884;29821
116877;116877;28;True;male;0;False;True;13888;7280
116960;116960;26;False;male;0;True;False;13891;25917
135826;135826;27;False;male;0;True;True;15852;25917
137378;137378;25;True;male;0;True;False;16040;25917
117192;117192;25;True;female;0;True;True;13900;14750
118619;118619;29;True;female;0;True;True;13984;14750
123134;123134;28;True;female;0;True;False;14863;14750
136187;136187;27;False;female;0;True;True;15912;14750
117226;117226;26;True;female;0;True;True;13901;33747
117573;117573;28;True;female;0;True;False;13903;33747
117252;117252;26;True;female;0;True;True;13901;20500
119496;119496;28;True;female;0;True;True;14143;20500
117259;117259;26;True;female;0;True;False;13901;4556
117318;117318;26;True;female;0;True;False;13901;45387
120229;120229;27;True;female;0;True;False;14222;45387
124424;124424;26;True;female;0;True;False;14941;45387
117319;117319;26;True;female;0;True;True;13901;28186
117325;117325;26;True;female;0;True;True;13901;20214
127552;127552;27;True;female;0;True;True;15022;20214
117339;117339;26;True;female;0;True;False;13901;19948
117374;117374;27;True;female;0;True;True;13902;40193
134011;134011;28;True;female;0;True;False;15423;40193
117389;117389;27;True;female;0;True;False;13902;48599
142602;142602;27;True;female;0;True;False;16542;48599
117396;117396;27;True;female;0;True;False;13902;2587
117444;117444;27;True;female;0;True;False;13902;1606
117474;117474;27;True;female;0;True;False;13902;48141
117500;117500;28;True;female;0;True;False;13903;47194
117517;117517;28;True;female;0;True;True;13903;32351
117582;117582;28;True;female;0;True;False;13903;23530
117602;117602;28;True;female;0;True;True;13903;39589
117699;117699;29;True;female;0;True;False;13904;46464
117709;117709;29;True;female;0;True;False;13904;5433
118327;118327;25;True;female;0;True;False;13940;5433
127507;127507;27;True;female;0;True;True;15022;5433
137005;137005;28;True;female;0;True;False;15983;5433
142567;142567;26;True;female;0;True;False;16541;5433
117791;117791;25;True;female;0;False;False;13905;45975
117938;117938;29;True;female;0;False;True;13909;45975
117859;117859;27;True;female;0;False;False;13907;5226
117918;117918;28;True;female;0;False;False;13908;4029
117968;117968;29;True;female;0;False;True;13909;29199
118032;118032;26;False;female;0;True;True;13911;45971
118065;118065;27;False;female;0;True;True;13912;36774
118118;118118;29;False;female;0;True;False;13914;1054
118143;118143;25;False;female;0;False;False;13915;6277
118326;118326;25;True;female;0;True;False;13940;41163
120180;120180;26;True;female;0;True;False;14221;41163
120254;120254;28;True;female;0;True;True;14223;41163
118380;118380;29;True;female;0;True;True;13944;13221
118459;118459;26;True;male;0;True;False;13961;7539
140081;140081;26;True;male;0;True;False;16241;7539
118477;118477;27;True;male;0;True;False;13962;34161
140643;140643;27;True;male;0;True;True;16282;34161
118577;118577;26;True;female;0;True;True;13981;18199
118595;118595;28;True;female;0;True;True;13983;15244
118610;118610;29;True;female;0;True;True;13984;27703
118688;118688;27;True;male;0;True;False;14002;31120
118756;118756;26;True;female;0;True;True;14021;40093
118982;118982;25;True;female;0;True;False;14060;45798
119004;119004;26;True;female;0;True;False;14061;5180
122060;122060;26;True;female;0;True;True;14621;5180
127600;127600;28;True;female;0;True;False;15023;5180
131848;131848;25;False;female;0;True;False;15310;5180
119111;119111;25;True;male;0;True;True;14080;41151
131053;131053;29;True;male;0;True;False;15284;41151
135759;135759;27;True;male;0;True;True;15842;41151
119185;119185;26;True;female;0;True;False;14101;11177
121586;121586;28;True;female;0;True;True;14463;11177
119229;119229;29;True;female;0;False;True;14109;2680
128199;128199;26;True;female;0;False;True;15026;2680
119338;119338;29;True;male;0;True;False;14124;28210
119362;119362;25;True;male;0;False;False;14125;14528
119396;119396;29;True;male;0;False;True;14129;2381
119397;119397;29;True;male;0;False;False;14129;2372
134230;134230;28;True;male;0;False;False;15488;2372
119479;119479;27;True;female;0;True;True;14142;14755
138376;138376;27;True;female;0;True;False;16062;14755
119483;119483;27;True;female;0;True;True;14142;18940
119611;119611;25;True;male;0;True;False;14160;34022
119763;119763;26;True;female;0;True;False;14181;27460
119833;119833;27;False;female;0;True;False;14192;3401
136994;136994;27;True;female;0;True;False;15982;3401
119920;119920;27;True;male;0;True;True;14202;27880
119980;119980;28;True;male;0;True;True;14203;38521
119986;119986;28;True;male;0;True;False;14203;13753
119995;119995;29;True;male;0;True;False;14204;754
119998;119998;29;True;male;0;True;True;14204;43898
120133;120133;28;False;male;0;False;False;14218;20591
126127;126127;25;True;male;0;False;False;15005;20591
120219;120219;27;True;female;0;True;False;14222;4720
120288;120288;29;True;female;0;True;False;14224;16038
120375;120375;28;False;female;0;True;False;14233;14192
120426;120426;27;True;male;0;False;True;14247;1352
126551;126551;29;True;male;0;False;False;15009;1352
120578;120578;26;True;female;0;True;True;14301;13962
138445;138445;28;True;female;0;True;False;16063;13962
120696;120696;29;True;male;0;True;False;14324;23694
120705;120705;25;True;male;0;False;False;14325;13424
120831;120831;27;True;male;0;True;True;14362;22629
125191;125191;26;True;male;0;True;True;15001;22629
120870;120870;29;True;male;0;True;True;14364;35322
120927;120927;25;True;female;0;True;True;14380;13537
120933;120933;25;True;female;0;True;False;14380;18043
120968;120968;28;True;female;0;True;True;14383;27659
121026;121026;28;False;female;0;True;True;14393;12349
121028;121028;29;False;female;0;True;False;14394;40397
121043;121043;25;True;male;0;True;False;14400;31302
121267;121267;25;True;male;0;True;True;14440;4489
121286;121286;25;True;male;0;True;True;14440;17063
121317;121317;26;True;male;0;True;False;14441;44886
121406;121406;29;True;male;0;True;False;14444;44886
121320;121320;26;True;male;0;True;False;14441;2458
121335;121335;27;True;male;0;True;False;14442;25289
123479;123479;28;True;male;0;True;False;14883;25289
121339;121339;27;True;male;0;True;True;14442;34497
121360;121360;28;True;male;0;True;True;14443;46758
129941;129941;25;False;male;0;True;False;15130;46758
121470;121470;25;False;male;0;True;False;14450;46242
121494;121494;26;False;male;0;False;True;14456;46241
126860;126860;27;False;male;0;False;True;15017;46241
121519;121519;25;True;female;0;True;False;14460;15698
121637;121637;28;True;female;0;False;False;14468;37857
121650;121650;29;True;female;0;False;False;14469;35475
121696;121696;25;True;male;0;True;True;14480;37216
121793;121793;25;True;female;0;True;True;14500;10844
121806;121806;27;True;female;0;True;True;14502;1369
121821;121821;28;True;female;0;True;True;14503;33953
121919;121919;25;True;female;0;True;True;14540;43732
121982;121982;28;True;male;0;False;False;14568;26809
121991;121991;25;True;female;0;True;False;14580;27852
122109;122109;29;True;male;0;True;True;14644;26852
122160;122160;26;False;female;0;True;False;14671;12937
122224;122224;26;False;female;0;False;True;14716;46809
122359;122359;28;True;female;0;True;False;14743;14248
122453;122453;25;True;male;0;False;False;14765;46201
122596;122596;27;True;male;0;True;False;14802;34573
122615;122615;27;True;male;0;True;False;14802;15058
122640;122640;29;True;male;0;True;True;14804;20949
125524;125524;27;True;male;0;True;True;15002;20949
122681;122681;27;True;male;0;False;True;14807;39037
122745;122745;26;True;female;0;True;True;14821;45916
122758;122758;26;True;female;0;True;False;14821;30949
122770;122770;27;True;female;0;True;False;14822;27673
122771;122771;27;True;female;0;True;True;14822;32788
122853;122853;25;False;female;0;True;False;14830;39311
135902;135902;25;False;female;0;True;False;15870;39311
122858;122858;26;False;female;0;True;True;14831;8961
127634;127634;28;True;female;0;True;True;15023;8961
122920;122920;26;True;male;0;True;True;14841;17226
122981;122981;29;True;male;0;True;False;14844;42017
123103;123103;26;True;female;0;True;False;14861;23516
123341;123341;26;True;male;0;True;False;14881;34700
125100;125100;26;True;male;0;True;False;15001;34700
137836;137836;29;True;male;0;True;False;16044;34700
123374;123374;26;True;male;0;True;False;14881;33224
123399;123399;27;True;male;0;True;True;14882;34859
133933;133933;25;False;male;0;True;True;15410;34859
123451;123451;27;True;male;0;True;True;14882;8892
125243;125243;26;True;male;0;True;False;15001;8892
123626;123626;25;True;male;0;False;True;14885;45284
123872;123872;25;True;female;0;True;False;14900;16701
123903;123903;26;True;female;0;True;True;14901;35799
123913;123913;26;True;female;0;True;False;14901;16495
123998;123998;27;True;female;0;True;True;14902;10621
124008;124008;28;True;female;0;True;False;14903;19994
124078;124078;29;True;female;0;True;False;14904;37532
124158;124158;28;True;female;0;False;False;14908;29834
124185;124185;29;True;female;0;False;False;14909;17609
124442;124442;28;True;female;0;True;False;14943;27028
141044;141044;28;True;female;0;True;False;16303;27028
124445;124445;28;True;female;0;True;False;14943;19142
129484;129484;28;True;female;0;True;False;15063;19142
135614;135614;25;True;female;0;True;False;15820;19142
124478;124478;29;True;female;0;False;False;14949;244
124558;124558;28;True;male;0;True;True;14963;46916
124561;124561;28;True;male;0;True;False;14963;6959
124674;124674;26;True;female;0;True;False;14981;22834
133094;133094;25;True;female;0;True;False;15380;22834
124743;124743;25;False;female;0;True;True;14990;32464
133171;133171;26;True;female;0;True;False;15381;32464
124763;124763;26;False;female;0;False;True;14996;4845
124774;124774;25;True;male;0;True;False;15000;13936
125068;125068;26;True;male;0;True;True;15001;13936
135942;135942;26;True;male;0;True;False;15881;13936
124803;124803;25;True;male;0;True;False;15000;20272
142079;142079;25;True;male;0;True;False;16440;20272
124839;124839;25;True;male;0;True;True;15000;37806
124932;124932;25;True;male;0;True;False;15000;23539
124984;124984;25;True;male;0;True;False;15000;34189
