person_id;trip_index;preceding_activity_index;following_activity_index;departure_time;arrival_time;preceding_purpose;following_purpose;is_first;is_last
39361;4;4;5;62847.0;63147.0;home;leisure;False;False
39361;5;5;6;69747.0;70047.0;leisure;home;False;True
39406;0;0;1;50537.0;51317.0;home;leisure;True;False
39406;1;1;2;62237.0;63137.0;leisure;home;False;True
39435;0;0;1;49424.0;50024.0;home;shop;True;False
39435;1;1;2;57524.0;58124.0;shop;other;False;False
39435;2;2;3;58724.0;59324.0;other;home;False;True
39436;0;0;1;56052.0;56352.0;home;other;True;False
39436;1;1;2;56652.0;56952.0;other;home;False;False
39436;2;2;3;60852.0;62652.0;home;shop;False;False
39436;3;3;4;66852.0;67752.0;shop;home;False;True
39446;0;0;1;29471.0;29771.0;home;education;True;False
39446;1;1;2;41471.0;41771.0;education;home;False;False
39446;2;2;3;45971.0;46271.0;home;education;False;False
39446;3;3;4;58271.0;58571.0;education;home;False;False
39446;4;4;5;61271.0;61451.0;home;leisure;False;False
39446;5;5;6;66671.0;66851.0;leisure;home;False;True
39458;0;0;1;27478.0;27778.0;home;education;True;False
39458;1;1;2;42478.0;42778.0;education;home;False;False
39458;2;2;3;47878.0;48178.0;home;leisure;False;False
39458;3;3;4;56878.0;57778.0;leisure;home;False;True
39475;0;0;1;29329.0;29629.0;home;education;True;False
39475;1;1;2;59329.0;59629.0;education;home;False;True
39478;0;0;1;27077.0;27377.0;home;education;True;False
39478;1;1;2;60377.0;60677.0;education;home;False;True
39514;0;0;1;28652.0;29252.0;home;education;True;False
39514;1;1;2;63752.0;64352.0;education;home;False;True
39516;0;0;1;30338.0;30938.0;home;education;True;False
39516;1;1;2;59738.0;60338.0;education;home;False;True
39539;0;0;1;35292.0;35592.0;home;education;True;False
39539;1;1;2;46092.0;46392.0;education;home;False;False
39539;2;2;3;50592.0;50892.0;home;education;False;False
39539;3;3;4;62292.0;62592.0;education;home;False;True
39548;0;0;1;55186.0;55486.0;home;shop;True;False
39548;1;1;2;56386.0;61486.0;shop;leisure;False;False
39548;2;2;3;61546.0;62386.0;leisure;home;False;True
39556;0;0;1;27156.0;28056.0;home;education;True;False
39556;1;1;2;42816.0;43656.0;education;home;False;False
39556;2;2;3;48756.0;49656.0;home;education;False;False
39556;3;3;4;60816.0;61956.0;education;home;False;True
39653;0;0;1;28573.0;28753.0;home;education;True;False
39653;1;1;2;66793.0;67033.0;education;home;False;True
39707;0;0;1;50846.0;51146.0;home;leisure;True;False
39707;1;1;2;56546.0;56846.0;leisure;home;False;False
39707;2;2;3;60446.0;60746.0;home;leisure;False;False
39707;3;3;4;63446.0;63746.0;leisure;home;False;True
39710;0;0;1;30399.0;30699.0;home;education;True;False
39710;1;1;2;41799.0;42099.0;education;home;False;False
39710;2;2;3;47199.0;47499.0;home;education;False;False
39710;3;3;4;56199.0;56799.0;education;home;False;True
39720;0;0;1;50764.0;51364.0;home;leisure;True;False
39720;1;1;2;65764.0;66244.0;leisure;other;False;False
39720;2;2;3;66304.0;67144.0;other;shop;False;False
39720;3;3;4;71164.0;71824.0;shop;leisure;False;False
39720;4;4;5;77884.0;78064.0;leisure;home;False;True
39736;0;0;1;54110.0;54410.0;home;shop;True;False
39736;1;1;2;55310.0;60410.0;shop;leisure;False;False
39736;2;2;3;60470.0;61310.0;leisure;home;False;True
39767;0;0;1;27544.0;29644.0;leisure;education;True;False
39767;1;1;2;57244.0;60844.0;education;home;False;True
39768;0;0;1;29722.0;29782.0;home;education;True;False
39768;1;1;2;42322.0;42442.0;education;home;False;False
39768;2;2;3;46222.0;46342.0;home;education;False;False
39768;3;3;4;57622.0;57922.0;education;home;False;True
39807;0;0;1;29408.0;29708.0;home;education;True;False
39807;1;1;2;57008.0;58208.0;education;home;False;True
39831;0;0;1;31028.0;31328.0;home;education;True;False
39831;1;1;2;60728.0;61028.0;education;home;False;True
39833;0;0;1;32853.0;33153.0;home;shop;True;False
39833;1;1;2;33753.0;34353.0;shop;home;False;False
39833;2;2;3;35553.0;37953.0;home;leisure;False;False
39833;3;3;4;39153.0;39753.0;leisure;leisure;False;False
39833;4;4;5;44553.0;47553.0;leisure;home;False;False
39833;5;5;6;49053.0;50253.0;home;leisure;False;False
39833;6;6;7;60753.0;62553.0;leisure;home;False;True
39845;0;0;1;28612.0;29212.0;home;education;True;False
39845;1;1;2;40612.0;40912.0;education;leisure;False;False
39845;2;2;3;43312.0;44212.0;leisure;education;False;False
39845;3;3;4;58312.0;58912.0;education;home;False;True
39894;0;0;1;26765.0;28565.0;home;education;True;False
39894;1;1;2;59765.0;60965.0;education;home;False;True
39948;0;0;1;30501.0;31101.0;home;education;True;False
39948;1;1;2;60501.0;60801.0;education;leisure;False;True
39958;0;0;1;35943.0;39543.0;leisure;other;True;False
39958;1;1;2;53943.0;57543.0;other;home;False;True
39961;0;0;1;53556.0;55356.0;home;shop;True;False
39961;1;1;2;69756.0;71556.0;shop;home;False;True
39977;0;0;1;28748.0;29048.0;home;education;True;False
39977;1;1;2;58148.0;58748.0;education;home;False;True
39983;0;0;1;40391.0;40571.0;home;leisure;True;False
39983;1;1;2;78191.0;78371.0;leisure;home;False;True
39990;0;0;1;24240.0;29040.0;home;education;True;False
39990;1;1;2;64440.0;69240.0;education;home;False;True
39998;0;0;1;26636.0;26936.0;home;education;True;False
39998;1;1;2;41036.0;41336.0;education;home;False;False
39998;2;2;3;48236.0;48536.0;home;education;False;False
39998;3;3;4;55436.0;55736.0;education;home;False;True
40004;0;0;1;40736.0;41936.0;home;other;True;False
40004;1;1;2;44336.0;44396.0;other;leisure;False;False
40004;2;2;3;56036.0;56936.0;leisure;home;False;True
40026;0;0;1;24695.0;25595.0;home;education;True;False
40026;1;1;2;55595.0;56495.0;education;home;False;True
40036;0;0;1;29814.0;30114.0;home;education;True;False
40036;1;1;2;56514.0;58014.0;education;home;False;True
40062;0;0;1;26040.0;26640.0;home;education;True;False
40062;1;1;2;40140.0;41040.0;education;home;False;False
40062;2;2;3;45840.0;46440.0;home;education;False;False
40062;3;3;4;58140.0;59040.0;education;home;False;True
40074;0;0;1;26603.0;27503.0;home;education;True;False
40074;1;1;2;43103.0;43703.0;education;home;False;False
40074;2;2;3;46703.0;47303.0;home;education;False;False
40074;3;3;4;61103.0;61703.0;education;home;False;True
40080;0;0;1;29240.0;30440.0;home;education;True;False
40080;1;1;2;58940.0;60140.0;education;home;False;True
40084;0;0;1;28712.0;29012.0;home;education;True;False
40084;1;1;2;40412.0;40712.0;education;home;False;False
40084;2;2;3;46712.0;47012.0;home;education;False;False
40084;3;3;4;58412.0;58712.0;education;home;False;False
40084;4;4;5;58772.0;58832.0;home;leisure;False;False
40084;5;5;6;61112.0;61172.0;leisure;home;False;True
40092;0;0;1;27364.0;27964.0;home;education;True;False
40092;1;1;2;43324.0;43924.0;education;home;False;False
40092;2;2;3;48964.0;49564.0;home;education;False;False
40092;3;3;4;64564.0;65164.0;education;home;False;True
40131;0;0;1;25438.0;27238.0;home;education;True;False
40131;1;1;2;57238.0;59038.0;education;home;False;False
40131;2;2;3;63838.0;65038.0;home;leisure;False;False
40131;3;3;4;67438.0;68638.0;leisure;home;False;True
40139;0;0;1;29082.0;29682.0;home;education;True;False
40139;1;1;2;45282.0;46182.0;education;home;False;False
40139;2;2;3;48882.0;49782.0;home;education;False;False
40139;3;3;4;61782.0;62682.0;education;home;False;True
40159;0;0;1;33209.0;33809.0;home;education;True;False
40159;1;1;2;44609.0;45209.0;education;home;False;False
40159;2;2;3;49409.0;50009.0;home;education;False;False
40159;3;3;4;60809.0;61409.0;education;home;False;True
40185;0;0;1;28972.0;30532.0;home;education;True;False
40185;1;1;2;60532.0;65692.0;education;home;False;True
40226;0;0;1;30461.0;31361.0;home;leisure;True;False
40226;1;1;2;62861.0;64061.0;leisure;shop;False;False
40226;2;2;3;68261.0;69161.0;shop;home;False;True
40227;0;0;1;35990.0;36890.0;home;leisure;True;False
40227;1;1;2;41090.0;41990.0;leisure;home;False;False
40227;2;2;3;49790.0;50690.0;home;leisure;False;False
40227;3;3;4;54590.0;55490.0;leisure;home;False;False
40227;4;4;5;59090.0;59990.0;home;leisure;False;False
40227;5;5;6;63590.0;64490.0;leisure;home;False;True
40249;0;0;1;30765.0;31665.0;home;education;True;False
40249;1;1;2;57765.0;59565.0;education;home;False;True
40254;0;0;1;26552.0;27752.0;home;education;True;False
40254;1;1;2;60752.0;62552.0;education;home;False;False
40254;2;2;3;64352.0;65252.0;home;leisure;False;False
40254;3;3;4;75152.0;75752.0;leisure;home;False;True
40259;0;0;1;53615.0;54395.0;home;leisure;True;False
40259;1;1;2;55595.0;60395.0;leisure;leisure;False;False
40259;2;2;3;63875.0;64595.0;leisure;home;False;True
40263;0;0;1;30489.0;31389.0;home;education;True;False
40263;1;1;2;62889.0;63789.0;education;home;False;True
40276;0;0;1;29337.0;30297.0;home;education;True;False
40276;1;1;2;61197.0;63897.0;education;home;False;True
40344;0;0;1;33958.0;34258.0;home;home;True;False
40344;1;1;2;34318.0;34858.0;home;shop;False;False
40344;2;2;3;36958.0;38758.0;shop;shop;False;False
40344;3;3;4;48358.0;50158.0;shop;home;False;True
40357;0;0;1;24918.0;26718.0;home;education;True;False
40357;1;1;2;56718.0;58518.0;education;home;False;False
40357;2;2;3;63318.0;64518.0;home;leisure;False;False
40357;3;3;4;66918.0;68118.0;leisure;home;False;True
40366;0;0;1;32704.0;33604.0;home;shop;True;False
40366;1;1;2;33664.0;35104.0;shop;home;False;False
40366;2;2;3;55204.0;55804.0;home;leisure;False;False
40366;3;3;4;64204.0;64804.0;leisure;home;False;True
40383;0;0;1;28133.0;29933.0;home;education;True;False
40383;1;1;2;63233.0;65333.0;education;home;False;True
40386;0;0;1;77261.0;88001.0;education;home;True;True
40521;0;0;1;30833.0;30953.0;home;education;True;False
40521;1;1;2;58613.0;58793.0;education;home;False;True
40544;0;0;1;28849.0;29149.0;home;education;True;False
40544;1;1;2;58549.0;59449.0;education;home;False;False
40544;2;2;3;63349.0;63949.0;home;other;False;False
40544;3;3;4;66649.0;67549.0;other;home;False;True
40587;0;0;1;25611.0;27411.0;home;education;True;False
40587;1;1;2;61011.0;61611.0;education;shop;False;False
40587;2;2;3;64611.0;65511.0;shop;home;False;True
40632;0;0;1;23924.0;24524.0;home;home;True;False
40632;1;1;2;45224.0;45824.0;home;home;False;True
40638;0;0;1;49570.0;50470.0;home;shop;True;False
40638;1;1;2;51070.0;52270.0;shop;home;False;False
40638;2;2;3;56770.0;57670.0;home;leisure;False;False
40638;3;3;4;60370.0;61270.0;leisure;shop;False;False
40638;4;4;5;62170.0;62770.0;shop;home;False;True
40674;0;0;1;26702.0;27902.0;home;education;True;False
40674;1;1;2;58502.0;59702.0;education;home;False;False
40674;2;2;3;62702.0;63302.0;home;leisure;False;False
40674;3;3;4;67202.0;67802.0;leisure;home;False;True
40716;0;0;1;47505.0;51105.0;home;leisure;True;False
40716;1;1;2;58305.0;60105.0;leisure;home;False;False
40716;2;2;3;61005.0;61305.0;home;leisure;False;False
40716;3;3;4;64305.0;64605.0;leisure;home;False;True
40718;0;0;1;31611.0;32211.0;home;education;True;False
40718;1;1;2;43011.0;43311.0;education;home;False;False
40718;2;2;3;49611.0;50211.0;home;education;False;False
40718;3;3;4;61011.0;61311.0;education;home;False;False
40718;4;4;5;65511.0;66411.0;home;shop;False;False
40718;5;5;6;68211.0;69111.0;shop;home;False;True
40719;0;0;1;30491.0;38891.0;home;leisure;True;False
40719;1;1;2;53891.0;62291.0;leisure;home;False;True
40749;0;0;1;57614.0;57734.0;home;leisure;True;False
40749;1;1;2;66614.0;66734.0;leisure;home;False;True
40818;0;0;1;50463.0;51243.0;home;leisure;True;False
40818;1;1;2;62163.0;63063.0;leisure;home;False;True
40844;0;0;1;30341.0;31541.0;home;education;True;False
40844;1;1;2;51941.0;53741.0;education;home;False;True
40946;0;0;1;29111.0;30071.0;home;education;True;False
40946;1;1;2;60971.0;63671.0;education;home;False;True
40990;0;0;1;49733.0;53333.0;home;leisure;True;False
40990;1;1;2;60533.0;62333.0;leisure;home;False;False
40990;2;2;3;63233.0;63533.0;home;leisure;False;False
40990;3;3;4;66533.0;66833.0;leisure;home;False;True
41029;0;0;1;31164.0;31764.0;home;education;True;False
41029;1;1;2;60564.0;61164.0;education;home;False;True
41056;0;0;1;25790.0;26690.0;home;education;True;False
41056;1;1;2;59990.0;61490.0;education;home;False;True
41084;0;0;1;30445.0;30625.0;home;education;True;False
41084;1;1;2;42565.0;42745.0;education;home;False;False
41084;2;2;3;48445.0;48625.0;home;education;False;False
41084;3;3;4;60565.0;61465.0;education;leisure;False;False
41084;4;4;5;65065.0;66265.0;leisure;home;False;True
41093;0;0;1;53519.0;53939.0;home;leisure;True;False
41093;1;1;2;60899.0;61319.0;leisure;home;False;True
41103;0;0;1;27887.0;28307.0;home;education;True;False
41103;1;1;2;57887.0;58247.0;education;home;False;True
41104;0;0;1;29136.0;29556.0;home;education;True;False
41104;1;1;2;60636.0;61236.0;education;home;False;True
41116;0;0;1;30513.0;30813.0;home;leisure;True;False
41116;1;1;2;65313.0;65613.0;leisure;home;False;True
41131;0;0;1;24998.0;25898.0;home;education;True;False
41131;1;1;2;60998.0;61898.0;education;home;False;True
41142;0;0;1;55055.0;55655.0;home;leisure;True;False
41142;1;1;2;62555.0;63155.0;leisure;home;False;False
41142;2;2;3;68555.0;69755.0;home;leisure;False;False
41142;3;3;4;78935.0;80255.0;leisure;home;False;True
41219;0;0;1;30587.0;31187.0;home;education;True;False
41219;1;1;2;61187.0;61787.0;education;home;False;True
41286;0;0;1;32054.0;32654.0;home;education;True;False
41286;1;1;2;61154.0;62054.0;education;home;False;False
41286;2;2;3;66554.0;66854.0;home;leisure;False;False
41286;3;3;4;71054.0;71354.0;leisure;home;False;True
41296;0;0;1;30084.0;34584.0;home;other;True;False
41296;1;1;2;40884.0;41604.0;other;shop;False;False
41296;2;2;3;63384.0;66984.0;shop;home;False;True
41317;0;0;1;54148.0;55348.0;home;leisure;True;False
41317;1;1;2;68248.0;69148.0;leisure;leisure;False;False
41317;2;2;3;70948.0;71128.0;leisure;home;False;True
41321;0;0;1;27231.0;27531.0;home;education;True;False
41321;1;1;2;58731.0;60531.0;education;home;False;False
41321;2;2;3;62331.0;62931.0;home;leisure;False;False
41321;3;3;4;62931.0;63531.0;leisure;home;False;True
41325;0;0;1;29505.0;30285.0;home;education;True;False
41325;1;1;2;59205.0;59505.0;education;home;False;True
41380;0;0;1;28684.0;29464.0;home;education;True;False
41380;1;1;2;40804.0;41584.0;education;home;False;False
41380;2;2;3;46384.0;47344.0;home;education;False;False
41380;3;3;4;58804.0;59764.0;education;home;False;True
41387;0;0;1;26774.0;27674.0;home;education;True;False
41387;1;1;2;41174.0;44774.0;education;home;False;False
41387;2;2;3;53894.0;54194.0;home;shop;False;False
41387;3;3;4;54374.0;54614.0;shop;home;False;True
41412;0;0;1;27183.0;27603.0;home;education;True;False
41412;1;1;2;57183.0;57543.0;education;home;False;True
41424;0;0;1;32233.0;33133.0;leisure;leisure;True;False
41424;1;1;2;62833.0;63433.0;leisure;home;False;True
41430;0;0;1;29444.0;29744.0;home;education;True;False
41430;1;1;2;41444.0;41744.0;education;home;False;False
41430;2;2;3;48044.0;48344.0;home;education;False;False
41430;3;3;4;59144.0;60044.0;education;leisure;False;False
41430;4;4;5;63644.0;64544.0;leisure;home;False;True
41435;0;0;1;28176.0;29076.0;home;education;True;False
41435;1;1;2;30876.0;32676.0;education;leisure;False;False
41435;2;2;3;38076.0;39876.0;leisure;education;False;False
41435;3;3;4;65076.0;65976.0;education;home;False;True
41462;0;0;1;33072.0;33372.0;home;education;True;False
41462;1;1;2;44772.0;45012.0;education;home;False;False
41462;2;2;3;51072.0;51372.0;home;education;False;False
41462;3;3;4;62772.0;63672.0;education;home;False;True
41491;0;0;1;29409.0;30009.0;home;education;True;False
41491;1;1;2;61509.0;62709.0;education;leisure;False;False
41491;2;2;3;66909.0;67809.0;leisure;home;False;True
41505;0;0;1;52101.0;52401.0;home;leisure;True;False
41505;1;1;2;64701.0;65001.0;leisure;home;False;True
41547;0;0;1;55763.0;56663.0;home;other;True;False
41547;1;1;2;61163.0;62063.0;other;home;False;True
41585;0;0;1;27119.0;27419.0;home;education;True;False
41585;1;1;2;57719.0;58019.0;education;home;False;True
41595;0;0;1;29650.0;29950.0;home;education;True;False
41595;1;1;2;59650.0;59950.0;education;home;False;True
41605;0;0;1;24411.0;26931.0;home;education;True;False
41605;1;1;2;58131.0;60711.0;education;home;False;True
41609;0;0;1;27288.0;28188.0;home;education;True;False
41609;1;1;2;57888.0;58788.0;education;home;False;True
41641;0;0;1;66601.0;67501.0;home;other;True;False
41641;1;1;2;67801.0;68341.0;other;other;False;False
41641;2;2;3;69061.0;73501.0;other;other;False;False
41641;3;3;4;73561.0;76321.0;other;leisure;False;False
41641;4;4;5;80041.0;82261.0;leisure;home;False;True
41657;0;0;1;30439.0;31039.0;home;other;True;False
41657;1;1;2;31339.0;31939.0;other;home;False;False
41657;2;2;3;44839.0;46639.0;home;education;False;False
41657;3;3;4;57439.0;59239.0;education;home;False;True
41674;0;0;1;28293.0;29193.0;home;education;True;False
41674;1;1;2;61893.0;62793.0;education;home;False;True
41702;0;0;1;29672.0;30872.0;home;education;True;False
41702;1;1;2;59372.0;60572.0;education;home;False;True
41720;0;0;1;29415.0;29775.0;home;education;True;False
41720;1;1;2;41535.0;41895.0;education;home;False;False
41720;2;2;3;48915.0;49335.0;home;education;False;False
41720;3;3;4;61215.0;61575.0;education;home;False;False
41720;4;4;5;61815.0;62115.0;home;shop;False;False
41720;5;5;6;63915.0;64215.0;shop;home;False;True
41785;0;0;1;27905.0;29405.0;home;education;True;False
41785;1;1;2;63005.0;64505.0;education;home;False;True
41794;0;0;1;19094.0;19394.0;work;home;True;False
41794;1;1;2;75494.0;75794.0;home;education;False;True
41805;0;0;1;36597.0;36657.0;home;leisure;True;False
41805;1;1;2;40197.0;40257.0;leisure;home;False;False
41805;2;2;3;56397.0;56457.0;home;leisure;False;False
41805;3;3;4;59997.0;60057.0;leisure;home;False;True
41806;0;0;1;37347.0;37407.0;home;leisure;True;False
41806;1;1;2;38247.0;38367.0;leisure;home;False;False
41806;2;2;3;57147.0;57207.0;home;leisure;False;False
41806;3;3;4;64347.0;64467.0;leisure;home;False;True
41839;0;0;1;36344.0;36644.0;home;leisure;True;False
41839;1;1;2;57944.0;58844.0;leisure;other;False;False
41839;2;2;3;63344.0;64244.0;other;home;False;True
41849;0;0;1;57924.0;61524.0;home;home;True;False
41849;1;1;2;66924.0;67524.0;home;home;False;True
41880;0;0;1;27778.0;28378.0;home;education;True;False
41880;1;1;2;43678.0;44578.0;education;home;False;False
41880;2;2;3;48178.0;49078.0;home;education;False;False
41880;3;3;4;63478.0;64378.0;education;home;False;False
41880;4;4;5;64678.0;65278.0;home;leisure;False;False
41880;5;5;6;72478.0;73378.0;leisure;home;False;True
41922;0;0;1;27298.0;27898.0;home;education;True;False
41922;1;1;2;42598.0;43198.0;education;home;False;False
41922;2;2;3;46798.0;47398.0;home;education;False;False
41922;3;3;4;55198.0;55798.0;education;home;False;True
41924;0;0;1;27580.0;28480.0;home;education;True;False
41924;1;1;2;58180.0;59080.0;education;home;False;True
41927;0;0;1;30207.0;30507.0;home;education;True;False
41927;1;1;2;59907.0;60807.0;education;home;False;False
41927;2;2;3;64707.0;65307.0;home;other;False;False
41927;3;3;4;68007.0;68907.0;other;home;False;True
41936;0;0;1;46396.0;47596.0;home;leisure;True;False
41936;1;1;2;61996.0;63196.0;leisure;home;False;True
41950;0;0;1;27240.0;29640.0;home;education;True;False
41950;1;1;2;62340.0;64440.0;education;home;False;True
41955;0;0;1;27826.0;28426.0;home;education;True;False
41955;1;1;2;59326.0;60226.0;education;home;False;True
41975;0;0;1;42894.0;43494.0;home;other;True;False
41975;1;1;2;44994.0;45594.0;other;home;False;False
41975;2;2;3;47994.0;48594.0;home;other;False;False
41975;3;3;4;50394.0;50994.0;other;home;False;True
41994;0;0;1;29072.0;29972.0;home;leisure;True;False
41994;1;1;2;61472.0;62672.0;leisure;shop;False;False
41994;2;2;3;66872.0;67772.0;shop;home;False;True
42026;0;0;1;28486.0;28786.0;home;education;True;False
42026;1;1;2;59686.0;59986.0;education;home;False;True
42068;0;0;1;28352.0;28652.0;home;education;True;False
42068;1;1;2;61052.0;61352.0;education;home;False;True
42085;0;0;1;28285.0;28345.0;home;home;True;False
42085;1;1;2;62485.0;62545.0;home;home;False;True
42110;0;0;1;62631.0;63051.0;home;other;True;False
42110;1;1;2;65631.0;66051.0;other;home;False;False
42110;2;2;3;68451.0;68931.0;home;other;False;False
42110;3;3;4;69531.0;69891.0;other;home;False;True
42124;0;0;1;23771.0;25571.0;home;education;True;False
42124;1;1;2;59771.0;61271.0;education;home;False;True
42136;0;0;1;28583.0;28883.0;home;education;True;False
42136;1;1;2;59783.0;60083.0;education;home;False;True
42141;0;0;1;40656.0;40836.0;home;shop;True;False
42141;1;1;2;41256.0;41436.0;shop;home;False;False
42141;2;2;3;56856.0;58056.0;home;shop;False;False
42141;3;3;4;62856.0;65256.0;shop;home;False;True
42183;0;0;1;30528.0;31068.0;home;education;True;False
42183;1;1;2;59508.0;60828.0;education;other;False;False
42183;2;2;3;61008.0;61308.0;other;home;False;True
42194;0;0;1;31619.0;31739.0;home;education;True;False
42194;1;1;2;65219.0;65339.0;education;home;False;True
42201;0;0;1;30608.0;31508.0;home;leisure;True;False
42201;1;1;2;53528.0;54428.0;leisure;leisure;False;False
42201;2;2;3;63428.0;64328.0;leisure;home;False;True
42211;0;0;1;28883.0;30683.0;home;education;True;False
42211;1;1;2;60983.0;61283.0;education;home;False;True
42253;0;0;1;27053.0;27233.0;home;education;True;False
42253;1;1;2;40253.0;40553.0;education;leisure;False;False
42253;2;2;3;46553.0;47153.0;leisure;education;False;False
42253;3;3;4;56153.0;56753.0;education;education;False;False
42253;4;4;5;62753.0;62993.0;education;home;False;True
42278;0;0;1;30378.0;30978.0;home;education;True;False
42278;1;1;2;42378.0;42858.0;education;home;False;False
42278;2;2;3;48678.0;49158.0;home;education;False;False
42278;3;3;4;60078.0;60558.0;education;home;False;False
42278;4;4;5;69678.0;70278.0;home;home;False;True
42305;0;0;1;28611.0;29511.0;home;education;True;False
42305;1;1;2;44811.0;45711.0;education;home;False;False
42305;2;2;3;50211.0;51111.0;home;education;False;False
42305;3;3;4;59211.0;61911.0;education;home;False;True
42315;0;0;1;27150.0;28050.0;home;education;True;False
42315;1;1;2;56550.0;59550.0;education;home;False;True
42337;0;0;1;37119.0;37179.0;home;leisure;True;False
42337;1;1;2;40719.0;40779.0;leisure;home;False;False
42337;2;2;3;56919.0;56979.0;home;leisure;False;False
42337;3;3;4;60519.0;60579.0;leisure;home;False;True
42363;0;0;1;40016.0;40496.0;home;education;True;False
42363;1;1;2;63116.0;64316.0;education;home;False;True
42364;0;0;1;30764.0;31064.0;home;education;True;False
42364;1;1;2;42464.0;42764.0;education;home;False;False
42364;2;2;3;48764.0;49064.0;home;education;False;False
42364;3;3;4;60464.0;60764.0;education;home;False;True
42402;0;0;1;59769.0;60369.0;home;leisure;True;False
42402;1;1;2;65469.0;66969.0;leisure;home;False;True
42408;0;0;1;29858.0;30758.0;home;education;True;False
42408;1;1;2;65858.0;66758.0;education;home;False;True
42445;0;0;1;30926.0;31526.0;home;other;True;False
42445;1;1;2;31826.0;32426.0;other;home;False;False
42445;2;2;3;45326.0;47126.0;home;education;False;False
42445;3;3;4;57926.0;59726.0;education;home;False;True
42466;0;0;1;28101.0;28701.0;home;education;True;False
42466;1;1;2;40101.0;40701.0;education;home;False;False
42466;2;2;3;47901.0;48801.0;home;education;False;False
42466;3;3;4;52701.0;53601.0;education;home;False;True
42472;0;0;1;51725.0;52925.0;home;leisure;True;False
42472;1;1;2;65825.0;66725.0;leisure;leisure;False;False
42472;2;2;3;68525.0;68705.0;leisure;home;False;True
42497;0;0;1;52159.0;53359.0;home;leisure;True;False
42497;1;1;2;66259.0;67159.0;leisure;leisure;False;False
42497;2;2;3;68959.0;69139.0;leisure;home;False;True
42523;0;0;1;31525.0;32125.0;home;other;True;False
42523;1;1;2;32425.0;33025.0;other;home;False;False
42523;2;2;3;45925.0;47725.0;home;education;False;False
42523;3;3;4;58525.0;60325.0;education;home;False;True
42537;0;0;1;29228.0;29828.0;home;education;True;False
42537;1;1;2;41828.0;42428.0;education;home;False;False
42537;2;2;3;47228.0;47828.0;home;education;False;False
42537;3;3;4;58028.0;58628.0;education;home;False;True
42547;0;0;1;27718.0;28018.0;home;education;True;False
42547;1;1;2;42418.0;42718.0;education;home;False;False
42547;2;2;3;44218.0;44518.0;home;leisure;False;False
42547;3;3;4;49318.0;49618.0;leisure;home;False;True
42566;0;0;1;27750.0;29250.0;home;leisure;True;False
42566;1;1;2;31470.0;33270.0;leisure;leisure;False;False
42566;2;2;3;58470.0;60270.0;leisure;leisure;False;False
42566;3;3;4;62070.0;64470.0;leisure;home;False;True
42590;0;0;1;28937.0;31937.0;home;education;True;False
42590;1;1;2;62537.0;64217.0;education;home;False;True
42605;0;0;1;37322.0;37922.0;leisure;leisure;True;False
42605;1;1;2;38522.0;39122.0;leisure;home;False;False
42605;2;2;3;40922.0;41222.0;home;shop;False;False
42605;3;3;4;41822.0;42722.0;shop;home;False;False
42605;4;4;5;56222.0;56822.0;home;leisure;False;False
42605;5;5;6;56882.0;57002.0;leisure;other;False;False
42605;6;6;7;57122.0;57722.0;other;shop;False;False
42605;7;7;8;66122.0;66722.0;shop;home;False;False
42605;8;8;9;84122.0;86222.0;home;other;False;True
42608;0;0;1;59897.0;61397.0;home;leisure;True;False
42608;1;1;2;67997.0;69797.0;leisure;home;False;False
42608;2;2;3;70697.0;70997.0;home;leisure;False;False
42608;3;3;4;72197.0;72497.0;leisure;home;False;True
42624;0;0;1;32220.0;32520.0;home;education;True;False
42624;1;1;2;61020.0;61140.0;education;home;False;False
42624;2;2;3;63720.0;63840.0;home;home;False;True
42649;0;0;1;28642.0;28942.0;home;education;True;False
42649;1;1;2;44842.0;45142.0;education;home;False;False
42649;2;2;3;46642.0;46942.0;home;education;False;False
42649;3;3;4;50242.0;50542.0;education;home;False;False
42649;4;4;5;66142.0;66262.0;home;leisure;False;False
42649;5;5;6;74842.0;75142.0;leisure;home;False;True
42670;0;0;1;34639.0;35839.0;home;education;True;False
42670;1;1;2;65239.0;65839.0;education;home;False;True
42671;0;0;1;26805.0;28125.0;home;education;True;False
42671;1;1;2;62625.0;64905.0;education;home;False;True
42674;0;0;1;30358.0;30958.0;home;education;True;False
42674;1;1;2;60958.0;61558.0;education;home;False;False
42674;2;2;3;62758.0;62818.0;home;leisure;False;False
42674;3;3;4;68158.0;68218.0;leisure;home;False;True
42692;0;0;1;28130.0;30530.0;home;education;True;False
42692;1;1;2;45830.0;48590.0;education;home;False;True
42749;0;0;1;26876.0;28736.0;home;education;True;False
42749;1;1;2;61016.0;62816.0;education;home;False;True
42759;0;0;1;50149.0;50209.0;home;leisure;True;False
42759;1;1;2;68149.0;68449.0;leisure;home;False;True
42762;0;0;1;25754.0;25934.0;home;education;True;False
42762;1;1;2;59354.0;59534.0;education;home;False;False
42762;2;2;3;62054.0;62474.0;home;leisure;False;False
42762;3;3;4;66554.0;67154.0;leisure;home;False;True
42764;0;0;1;39964.0;40264.0;home;leisure;True;False
42764;1;1;2;44464.0;44764.0;leisure;home;False;False
42764;2;2;3;48964.0;49264.0;home;leisure;False;False
42764;3;3;4;66964.0;67264.0;leisure;home;False;True
42772;0;0;1;28736.0;29336.0;home;education;True;False
42772;1;1;2;60836.0;62036.0;education;leisure;False;False
