household_id;car_availability;bicycle_availability;number_of_cars;number_of_bicycles;income;census_household_id
15709;none;all;1;2;0.0;1762
21556;all;all;1;2;0.0;2554
29417;all;all;1;2;0.0;3391
32634;all;all;1;2;0.0;3836
36762;all;all;1;2;0.0;4318
49539;all;all;1;2;0.0;5778
54880;all;all;1;2;0.0;6738
15732;all;all;1;1;0.0;1763
27265;none;all;1;1;0.0;3201
30611;all;all;1;1;0.0;3485
37990;all;all;1;1;0.0;4509
15778;all;all;1;4;0.0;1775
34855;all;all;1;4;0.0;4271
48188;all;all;1;4;0.0;5636
15819;all;all;1;1;0.0;1786
19259;all;all;1;1;0.0;2385
22226;all;all;1;1;0.0;2596
42608;all;all;1;1;0.0;5118
62955;all;all;1;1;0.0;7766
15829;all;all;1;2;0.0;1786
16627;none;all;1;2;0.0;1906
15854;all;all;1;2;0.0;1787
26906;all;all;1;2;0.0;3155
27209;all;none;1;2;0.0;3197
32169;all;all;1;2;0.0;3711
32395;all;all;1;2;0.0;3775
50376;all;all;1;2;0.0;5935
15891;all;all;1;3;0.0;1798
15903;all;all;1;0;0.0;1798
56181;all;all;1;0;0.0;6759
15920;all;all;1;2;0.0;1799
24219;all;all;1;2;0.0;2926
41103;all;all;1;2;0.0;4943
41412;all;all;1;2;0.0;5005
44845;all;all;1;2;0.0;5324
15935;all;all;1;0;0.0;1799
23444;all;all;1;0;0.0;2781
31575;all;all;1;0;0.0;3630
38227;all;all;1;0;0.0;4524
16084;all;all;1;0;0.0;1823
25654;all;all;1;0;0.0;3023
53622;all;all;1;0;0.0;6637
57646;all;all;1;0;0.0;6996
16106;all;all;1;6;0.0;1833
16313;all;all;1;3;0.0;1869
38279;all;none;1;3;0.0;4524
43219;all;all;1;3;0.0;5135
16323;all;all;1;3;0.0;1870
16324;all;none;1;0;0.0;1870
20025;all;all;1;0;0.0;2397
44419;all;all;1;0;0.0;5290
46408;all;all;1;0;0.0;5558
16327;all;all;1;2;0.0;1870
36448;all;all;1;2;0.0;4303
61077;all;all;1;2;0.0;7479
16332;all;all;1;3;0.0;1870
30992;all;all;1;3;0.0;3534
16349;all;all;1;3;0.0;1870
16727;all;all;1;3;0.0;1917
16353;none;all;1;4;0.0;1871
49324;all;all;1;4;0.0;5755
58489;all;all;1;4;0.0;7038
16371;all;all;1;1;0.0;1871
26193;none;none;1;1;0.0;3094
31970;all;all;1;1;0.0;3662
48097;all;all;1;1;0.0;5635
50601;all;all;1;1;0.0;5946
66034;all;all;1;1;0.0;8037
16597;all;all;1;2;0.0;1906
16660;all;all;1;0;0.0;1907
52891;all;all;1;0;0.0;6576
16685;all;all;1;2;0.0;1907
37956;all;all;1;2;0.0;4509
16785;all;all;1;4;0.0;1918
65888;all;all;1;4;0.0;8034
16797;all;all;1;2;0.0;1918
31128;all;all;1;2;0.0;3566
34471;all;all;1;2;0.0;4207
35903;all;all;1;2;0.0;4300
39894;all;all;1;2;0.0;4653
54129;all;all;1;2;0.0;6719
16882;none;all;1;0;0.0;1929
23180;all;all;1;0;0.0;2698
23403;all;all;1;0;0.0;2765
42364;all;none;1;0;0.0;5116
66950;all;all;1;0;0.0;8178
16900;all;all;1;0;0.0;1931
37590;all;all;1;0;0.0;4447
17000;all;all;1;2;0.0;1966
20349;none;all;1;2;0.0;2399
38546;all;all;1;2;0.0;4527
49207;all;all;1;2;0.0;5719
53459;all;all;1;2;0.0;6626
62503;all;none;1;2;0.0;7708
17054;all;all;1;2;0.0;1978
24310;none;none;1;2;0.0;2938
17061;all;all;1;0;0.0;1978
42782;all;all;1;0;0.0;5119
64454;none;all;1;0;0.0;7857
17205;all;all;1;1;0.0;2014
28534;all;all;1;1;0.0;3362
35820;all;all;1;1;0.0;4300
17307;all;all;1;2;0.0;2038
17360;all;none;1;3;0.0;2049
22304;all;all;1;3;0.0;2601
24961;all;all;1;3;0.0;3004
34525;all;all;1;3;0.0;4220
50878;all;all;1;3;0.0;5978
59013;all;all;1;3;0.0;7096
62189;none;all;1;3;0.0;7687
17418;all;none;1;2;0.0;2055
21948;all;all;1;2;0.0;2567
32866;none;all;1;2;0.0;3855
17433;all;all;1;3;0.0;2061
62577;all;all;1;3;0.0;7716
17446;all;all;1;1;0.0;2061
25369;none;all;1;1;0.0;3016
32565;none;all;1;1;0.0;3820
41397;all;all;1;1;0.0;5004
55751;all;all;1;1;0.0;6757
58263;all;all;1;1;0.0;7035
59652;all;all;1;1;0.0;7118
63943;all;all;1;1;0.0;7798
17555;all;all;1;2;0.0;2080
27189;all;none;1;2;0.0;3191
31994;all;all;1;2;0.0;3662
34371;all;all;1;2;0.0;4205
41286;none;all;1;2;0.0;4975
46117;all;all;1;2;0.0;5516
51678;all;all;1;2;0.0;6196
17596;all;all;1;0;0.0;2087
20000;none;all;1;0;0.0;2397
22146;all;all;1;0;0.0;2589
26360;all;none;1;0;0.0;3117
32816;all;all;1;0;0.0;3854
41093;all;all;1;0;0.0;4943
49985;all;all;1;0;0.0;5868
17617;all;all;1;2;0.0;2097
25178;all;all;1;2;0.0;3010
61654;all;all;1;2;0.0;7578
17736;all;all;1;2;0.0;2146
45967;all;all;1;2;0.0;5501
17906;all;none;1;2;0.0;2226
50234;all;all;1;2;0.0;5910
17915;all;all;1;0;0.0;2229
61957;all;all;1;0;0.0;7637
18072;all;all;1;0;0.0;2266
34927;all;all;1;0;0.0;4279
59035;all;all;1;0;0.0;7096
18122;all;all;1;2;0.0;2277
44918;all;all;1;2;0.0;5325
18140;all;all;1;2;0.0;2277
41104;all;none;1;2;0.0;4943
18159;all;all;1;2;0.0;2278
42253;none;all;1;2;0.0;5103
50716;all;all;1;2;0.0;5957
18224;all;all;1;3;0.0;2289
27232;all;all;1;3;0.0;3201
31647;all;all;1;3;0.0;3644
33852;all;all;1;3;0.0;4159
41116;all;all;1;3;0.0;4950
47191;all;all;1;3;0.0;5615
18225;none;all;1;0;0.0;2289
18258;all;all;1;1;0.0;2290
18279;all;all;1;0;0.0;2291
18491;all;all;1;0;0.0;2313
25818;none;none;1;0;0.0;3035
26910;all;all;1;0;0.0;3155
27604;all;all;1;0;0.0;3223
38843;all;all;1;0;0.0;4567
42305;all;all;1;0;0.0;5110
57585;all;all;1;0;0.0;6977
61426;all;all;1;0;0.0;7538
18559;all;all;1;0;0.0;2314
23835;all;all;1;0;0.0;2866
49057;all;all;1;0;0.0;5696
50134;all;all;1;0;0.0;5896
53957;all;all;1;0;0.0;6696
56976;all;all;1;0;0.0;6855
18708;none;all;1;2;0.0;2325
38215;none;all;1;2;0.0;4518
48502;all;all;1;2;0.0;5638
18723;all;all;1;1;0.0;2326
30013;all;all;1;1;0.0;3406
51001;none;all;1;1;0.0;6035
18733;all;all;1;1;0.0;2326
21845;none;all;1;1;0.0;2566
38457;all;all;1;1;0.0;4526
58465;none;all;1;1;0.0;7038
18765;all;none;1;0;0.0;2326
57301;all;all;1;0;0.0;6918
18795;all;all;1;0;0.0;2327
18802;all;all;1;0;0.0;2327
35729;all;all;1;0;0.0;4293
38714;all;all;1;0;0.0;4556
54046;all;all;1;0;0.0;6715
54103;all;all;1;0;0.0;6718
60911;all;all;1;0;0.0;7439
64347;none;none;1;0;0.0;7839
66899;all;all;1;0;0.0;8159
18798;all;all;1;2;0.0;2327
18865;all;all;1;2;0.0;2338
18894;all;all;1;2;0.0;2345
49411;all;all;1;2;0.0;5759
18917;none;all;1;2;0.0;2349
20843;all;all;1;2;0.0;2423
18922;all;all;1;1;0.0;2350
24678;all;all;1;1;0.0;2973
36322;all;all;1;1;0.0;4302
41227;all;all;1;1;0.0;4972
41989;all;none;1;1;0.0;5069
45075;all;all;1;1;0.0;5357
52118;all;all;1;1;0.0;6347
55665;all;all;1;1;0.0;6756
56122;all;all;1;1;0.0;6759
65440;all;all;1;1;0.0;7996
18985;all;all;1;2;0.0;2361
46592;all;all;1;2;0.0;5576
46653;all;all;1;2;0.0;5577
19030;all;all;1;2;0.0;2363
25105;all;all;1;2;0.0;3009
56399;all;all;1;2;0.0;6777
19039;all;all;1;1;0.0;2373
20920;all;all;1;1;0.0;2445
32038;all;all;1;1;0.0;3663
32309;all;all;1;1;0.0;3758
37506;all;all;1;1;0.0;4431
60066;all;all;1;1;0.0;7159
61899;all;all;1;1;0.0;7635
63791;all;all;1;1;0.0;7796
19040;all;all;1;2;0.0;2373
19131;none;all;1;4;0.0;2379
58959;all;all;1;4;0.0;7095
19172;all;all;1;0;0.0;2381
27710;all;all;1;0;0.0;3251
34997;all;all;1;0;0.0;4284
42759;all;all;1;0;0.0;5119
50865;all;all;1;0;0.0;5976
53308;all;all;1;0;0.0;6617
60920;all;all;1;0;0.0;7450
62077;none;none;1;0;0.0;7658
19201;all;all;1;4;0.0;2385
21667;all;all;1;4;0.0;2555
19248;all;all;1;0;0.0;2385
61677;all;all;1;0;0.0;7579
19293;all;all;1;0;0.0;2385
19338;all;all;1;2;0.0;2385
22136;none;all;1;2;0.0;2579
23060;all;all;1;2;0.0;2650
24029;all;all;1;2;0.0;2891
26436;all;all;1;2;0.0;3123
35133;all;all;1;2;0.0;4284
42788;all;all;1;2;0.0;5119
65270;all;all;1;2;0.0;7977
19345;none;all;1;2;0.0;2385
42141;all;all;1;2;0.0;5084
54428;all;all;1;2;0.0;6735
19369;all;all;1;2;0.0;2385
40259;all;all;1;2;0.0;4765
19596;all;all;1;2;0.0;2386
60681;all;all;1;2;0.0;7378
19785;all;all;1;3;0.0;2387
21304;all;all;1;3;0.0;2527
30636;all;all;1;3;0.0;3486
34117;none;all;1;3;0.0;4189
62292;all;all;1;3;0.0;7696
63169;all;all;1;3;0.0;7776
19787;all;all;1;1;0.0;2387
44773;none;all;1;1;0.0;5311
54012;all;all;1;1;0.0;6699
54333;all;all;1;1;0.0;6735
19868;all;all;1;0;0.0;2392
19925;all;all;1;0;0.0;2397
20052;all;all;1;0;0.0;2397
23536;all;all;1;0;0.0;2806
23616;none;all;1;0;0.0;2830
32451;all;all;1;0;0.0;3789
32566;none;all;1;0;0.0;3820
35946;all;all;1;0;0.0;4300
41609;none;none;1;0;0.0;5039
44195;all;all;1;0;0.0;5262
48122;all;all;1;0;0.0;5635
51454;all;all;1;0;0.0;6157
55580;all;all;1;0;0.0;6756
19934;all;all;1;2;0.0;2397
19941;all;all;1;0;0.0;2397
21164;all;all;1;0;0.0;2494
26199;all;all;1;0;0.0;3094
48715;all;all;1;0;0.0;5639
50771;all;all;1;0;0.0;5958
20120;all;all;1;2;0.0;2398
33723;all;all;1;2;0.0;4142
41975;all;all;1;2;0.0;5069
20197;all;all;1;4;0.0;2398
36906;all;all;1;4;0.0;4332
20260;all;none;1;10;0.0;2398
63835;all;none;1;10;0.0;7797
20328;all;all;1;6;0.0;2399
24916;all;all;1;6;0.0;2998
26627;all;all;1;6;0.0;3141
41462;all;none;1;6;0.0;5007
50822;none;all;1;6;0.0;5959
20354;all;all;1;2;0.0;2399
20385;all;all;1;0;0.0;2399
20538;all;all;1;0;0.0;2409
65286;all;all;1;0;0.0;7977
20539;all;all;1;5;0.0;2409
43362;none;none;1;5;0.0;5149
53428;all;all;1;5;0.0;6619
20672;all;all;1;1;0.0;2411
27910;none;all;1;1;0.0;3299
52170;all;all;1;1;0.0;6379
20793;all;all;1;4;0.0;2422
20820;all;all;1;2;0.0;2423
23309;all;all;1;2;0.0;2734
27581;all;all;1;2;0.0;3215
34238;all;all;1;2;0.0;4197
41564;none;none;1;2;0.0;5036
61502;all;all;1;2;0.0;7556
64046;all;none;1;2;0.0;7799
20864;all;all;1;0;0.0;2423
21931;all;all;1;0;0.0;2566
26218;all;all;1;0;0.0;3095
34459;all;all;1;0;0.0;4207
36217;all;all;1;0;0.0;4302
36992;all;all;1;0;0.0;4334
65874;all;all;1;0;0.0;8027
20894;all;all;1;4;0.0;2434
24423;all;none;1;4;0.0;2961
26593;all;all;1;4;0.0;3131
44725;all;all;1;4;0.0;5310
58900;none;all;1;4;0.0;7094
20928;none;all;1;1;0.0;2445
48493;all;all;1;1;0.0;5638
55267;all;all;1;1;0.0;6745
20944;all;all;1;0;0.0;2446
20968;all;all;1;2;0.0;2447
21312;all;all;1;0;0.0;2529
21387;all;all;1;3;0.0;2542
21502;all;all;1;2;0.0;2553
33831;all;all;1;2;0.0;4158
34749;all;all;1;2;0.0;4255
67314;all;all;1;2;0.0;8259
21552;all;all;1;0;0.0;2554
21561;all;none;1;0;0.0;2554
45291;all;all;1;0;0.0;5374
51398;all;all;1;0;0.0;6138
21559;none;all;1;0;0.0;2554
45635;all;none;1;0;0.0;5406
47875;all;all;1;0;0.0;5619
21566;all;all;1;0;0.0;2554
26871;all;all;1;0;0.0;3154
31396;all;all;1;0;0.0;3604
38967;all;all;1;0;0.0;4573
57817;all;all;1;0;0.0;7015
21575;all;all;1;2;0.0;2554
50442;all;all;1;2;0.0;5936
21579;all;all;1;1;0.0;2554
28362;all;none;1;1;0.0;3357
49557;all;all;1;1;0.0;5779
21654;none;all;1;2;0.0;2555
50096;all;all;1;2;0.0;5885
21682;all;all;1;0;0.0;2555
21823;all;all;1;2;0.0;2565
21848;all;all;1;4;0.0;2566
46090;all;all;1;4;0.0;5516
21850;all;all;1;1;0.0;2566
24701;all;none;1;1;0.0;2974
21880;all;all;1;2;0.0;2566
39948;all;all;1;2;0.0;4684
62882;all;all;1;2;0.0;7756
22007;none;all;1;2;0.0;2567
22259;all;all;1;0;0.0;2601
65134;all;all;1;0;0.0;7965
22305;all;all;1;2;0.0;2601
31668;all;all;1;2;0.0;3644
52169;all;all;1;2;0.0;6379
22344;none;all;1;2;0.0;2601
22394;none;all;1;0;0.0;2602
34215;all;all;1;0;0.0;4191
38033;all;all;1;0;0.0;4510
41805;all;all;1;0;0.0;5054
42337;all;all;1;0;0.0;5116
45716;none;none;1;0;0.0;5437
52571;all;all;1;0;0.0;6535
52586;all;all;1;0;0.0;6535
59226;none;all;1;0;0.0;7098
63395;all;all;1;0;0.0;7778
65727;all;all;1;0;0.0;8017
22540;all;all;1;3;0.0;2603
25173;none;all;1;3;0.0;3010
30469;all;all;1;3;0.0;3453
22597;all;all;1;0;0.0;2613
22604;all;all;1;0;0.0;2613
39514;all;all;1;0;0.0;4590
51316;all;all;1;0;0.0;6118
22665;all;all;1;1;0.0;2614
25378;all;all;1;1;0.0;3017
44456;all;none;1;1;0.0;5292
49785;all;all;1;1;0.0;5835
59989;none;all;1;1;0.0;7156
62496;all;all;1;1;0.0;7706
65397;all;all;1;1;0.0;7992
22697;none;all;1;2;0.0;2614
36918;all;all;1;2;0.0;4332
62763;all;all;1;2;0.0;7719
22810;all;all;1;1;0.0;2615
40227;all;all;1;1;0.0;4751
22829;none;all;1;3;0.0;2619
25908;all;all;1;3;0.0;3052
22831;all;all;1;2;0.0;2620
22846;all;all;1;0;0.0;2625
26594;all;none;1;0;0.0;3131
67039;none;none;1;0;0.0;8215
22866;all;all;1;2;0.0;2625
63233;none;none;1;2;0.0;7777
22891;all;all;1;1;0.0;2626
23853;all;all;1;1;0.0;2866
47385;all;all;1;1;0.0;5616
22957;all;all;1;1;0.0;2637
22985;all;all;1;2;0.0;2638
27421;all;none;1;2;0.0;3207
36173;all;all;1;2;0.0;4301
62901;all;all;1;2;0.0;7757
23021;none;all;1;4;0.0;2639
23078;all;none;1;3;0.0;2661
23179;all;all;1;2;0.0;2698
23654;all;all;1;2;0.0;2841
36685;all;all;1;2;0.0;4316
41325;all;all;1;2;0.0;4988
45956;all;all;1;2;0.0;5501
60245;all;all;1;2;0.0;7257
65234;all;all;1;2;0.0;7976
23188;all;all;1;2;0.0;2699
43864;all;all;1;2;0.0;5214
44655;none;all;1;2;0.0;5309
49305;all;all;1;2;0.0;5739
52653;none;all;1;2;0.0;6538
23198;all;all;1;1;0.0;2703
56752;all;all;1;1;0.0;6798
23206;all;all;1;0;0.0;2709
23235;all;all;1;2;0.0;2717
31449;all;all;1;2;0.0;3613
46284;all;all;1;2;0.0;5537
23401;all;all;1;2;0.0;2763
61400;none;all;1;2;0.0;7536
23598;none;all;1;1;0.0;2829
26373;all;all;1;1;0.0;3118
23615;all;all;1;0;0.0;2830
32468;all;all;1;0;0.0;3791
23642;all;all;1;0;0.0;2840
30216;all;all;1;0;0.0;3415
23698;all;all;1;0;0.0;2842
23910;none;all;1;1;0.0;2877
41605;none;none;1;1;0.0;5039
61028;all;all;1;1;0.0;7476
66031;all;none;1;1;0.0;8037
23924;all;none;1;1;0.0;2878
24647;none;all;1;1;0.0;2973
34811;all;all;1;1;0.0;4269
23951;all;all;1;0;0.0;2879
30194;all;none;1;0;0.0;3407
45411;all;all;1;0;0.0;5388
23968;all;all;1;2;0.0;2885
38889;all;all;1;2;0.0;4572
44743;all;all;1;2;0.0;5310
63225;none;none;1;2;0.0;7776
24095;all;all;1;1;0.0;2903
32942;all;all;1;1;0.0;3884
42815;all;all;1;1;0.0;5124
53703;all;all;1;1;0.0;6639
24130;all;all;1;3;0.0;2913
39710;all;all;1;3;0.0;4607
50525;all;all;1;3;0.0;5938
51898;all;all;1;3;0.0;6247
24178;all;all;1;1;0.0;2915
24202;all;all;1;0;0.0;2925
31587;all;all;1;0;0.0;3631
44808;all;all;1;0;0.0;5318
64070;all;none;1;0;0.0;7799
24253;none;none;1;2;0.0;2927
24319;none;none;1;2;0.0;2938
63224;all;all;1;2;0.0;7776
24354;none;none;1;1;0.0;2949
38224;all;all;1;1;0.0;4522
43025;all;all;1;1;0.0;5133
55589;all;all;1;1;0.0;6756
24375;none;none;1;0;0.0;2951
24418;none;all;1;1;0.0;2961
24424;all;all;1;0;0.0;2961
27266;all;all;1;0;0.0;3201
24536;none;none;1;3;0.0;2962
24673;all;none;1;2;0.0;2973
35842;all;all;1;2;0.0;4300
24947;all;all;1;2;0.0;3003
25022;all;none;1;0;0.0;3009
29006;all;all;1;0;0.0;3388
43625;all;all;1;0;0.0;5182
25049;all;all;1;1;0.0;3009
62364;all;all;1;1;0.0;7697
25114;all;all;1;2;0.0;3010
25277;all;all;1;0;0.0;3011
42764;all;all;1;0;0.0;5119
25294;none;all;1;1;0.0;3011
25316;all;all;1;2;0.0;3011
31476;all;all;1;2;0.0;3614
44750;all;none;1;2;0.0;5311
25330;all;all;1;2;0.0;3011
34068;all;all;1;2;0.0;4189
51948;all;all;1;2;0.0;6259
54665;all;all;1;2;0.0;6737
62284;all;all;1;2;0.0;7696
25592;all;all;1;0;0.0;3022
48368;all;all;1;0;0.0;5637
51691;all;all;1;0;0.0;6197
57078;all;all;1;0;0.0;6876
57481;all;all;1;0;0.0;6956
25610;all;all;1;0;0.0;3022
37036;none;all;1;0;0.0;4335
43163;none;all;1;0;0.0;5134
51474;all;none;1;0;0.0;6159
25726;all;none;1;1;0.0;3023
56221;all;all;1;1;0.0;6759
25748;none;none;1;0;0.0;3033
25782;none;none;1;4;0.0;3034
25794;none;none;1;0;0.0;3034
55174;none;all;1;0;0.0;6739
60800;all;all;1;0;0.0;7417
25802;none;none;1;1;0.0;3035
47201;all;all;1;1;0.0;5615
25953;all;all;1;2;0.0;3058
58149;none;all;1;2;0.0;7019
26081;all;all;1;0;0.0;3071
39831;all;all;1;0;0.0;4623
26106;all;all;1;0;0.0;3081
33150;all;all;1;0;0.0;3965
26133;all;all;1;2;0.0;3082
26338;none;all;1;2;0.0;3117
26478;none;all;1;0;0.0;3129
26544;all;all;1;0;0.0;3130
41321;all;all;1;0;0.0;4988
26571;all;none;1;2;0.0;3131
26582;all;all;1;2;0.0;3131
39032;all;all;1;2;0.0;4573
56289;all;all;1;2;0.0;6775
26587;all;all;1;2;0.0;3131
34063;all;all;1;2;0.0;4189
42674;all;all;1;2;0.0;5118
66910;all;all;1;2;0.0;8171
26629;none;all;1;3;0.0;3141
48919;all;all;1;3;0.0;5675
26648;all;all;1;3;0.0;3141
29835;all;all;1;3;0.0;3405
26770;all;all;1;0;0.0;3149
41131;none;none;1;0;0.0;4956
43591;none;all;1;0;0.0;5181
45802;none;all;1;0;0.0;5462
50956;all;all;1;0;0.0;6016
54687;none;all;1;0;0.0;6737
26778;all;all;1;0;0.0;3153
60394;all;all;1;0;0.0;7299
26835;all;all;1;1;0.0;3153
26932;all;none;1;4;0.0;3155
27037;all;all;1;0;0.0;3166
52547;none;all;1;0;0.0;6519
62583;all;none;1;0;0.0;7716
62868;all;all;1;0;0.0;7755
63921;all;none;1;0;0.0;7798
27103;all;all;1;3;0.0;3167
34582;all;all;1;3;0.0;4236
35856;all;all;1;3;0.0;4300
41056;all;all;1;3;0.0;4941
50677;all;all;1;3;0.0;5956
27262;none;all;1;2;0.0;3201
27319;none;all;1;2;0.0;3202
27523;all;all;1;1;0.0;3214
38742;none;all;1;1;0.0;4557
27647;all;none;1;1;0.0;3237
30361;all;all;1;1;0.0;3437
59712;all;all;1;1;0.0;7118
64604;all;none;1;1;0.0;7877
27671;all;all;1;0;0.0;3239
30364;all;all;1;0;0.0;3437
27772;all;all;1;0;0.0;3274
27798;all;all;1;2;0.0;3286
27815;all;all;1;4;0.0;3291
27829;all;none;1;2;0.0;3297
28024;all;all;1;0;0.0;3310
35897;none;all;1;0;0.0;4300
28025;all;all;1;1;0.0;3310
28072;none;all;1;2;0.0;3311
40171;all;all;1;2;0.0;4748
40545;all;all;1;2;0.0;4847
57090;all;all;1;2;0.0;6877
28076;all;all;1;1;0.0;3311
53892;none;all;1;1;0.0;6678
56649;all;none;1;1;0.0;6796
28246;all;all;1;2;0.0;3348
28269;all;all;1;0;0.0;3353
52147;all;all;1;0;0.0;6368
28378;none;all;1;1;0.0;3357
42670;all;all;1;1;0.0;5118
58917;all;all;1;1;0.0;7095
28466;all;all;1;0;0.0;3358
28628;all;all;1;1;0.0;3373
38492;all;all;1;1;0.0;4526
28820;all;all;1;0;0.0;3375
28882;all;all;1;2;0.0;3383
34060;none;all;1;2;0.0;4189
28907;all;all;1;5;0.0;3388
33093;none;all;1;5;0.0;3933
37128;all;all;1;5;0.0;4349
28993;none;all;1;2;0.0;3388
45204;all;all;1;2;0.0;5373
57016;all;all;1;2;0.0;6858
29013;all;all;1;0;0.0;3388
29039;all;all;1;0;0.0;3388
29076;all;all;1;0;0.0;3389
29123;all;none;1;2;0.0;3389
57552;all;all;1;2;0.0;6975
29334;all;all;1;2;0.0;3390
36649;all;all;1;2;0.0;4316
39990;all;all;1;2;0.0;4697
29424;all;all;1;1;0.0;3391
35098;all;all;1;1;0.0;4284
29607;all;all;1;5;0.0;3404
29786;all;all;1;3;0.0;3405
43944;all;none;1;3;0.0;5230
29818;all;none;1;1;0.0;3405
29853;all;all;1;0;0.0;3405
51338;all;all;1;0;0.0;6119
60740;none;all;1;0;0.0;7398
29883;all;all;1;2;0.0;3405
50300;all;all;1;2;0.0;5918
29925;all;none;1;2;0.0;3406
59699;none;all;1;2;0.0;7118
30060;all;all;1;0;0.0;3407
44102;all;all;1;0;0.0;5253
60753;all;all;1;0;0.0;7399
30135;all;all;1;5;0.0;3407
30185;all;all;1;0;0.0;3407
30239;all;all;1;6;0.0;3420
30266;all;all;1;0;0.0;3421
32070;all;all;1;0;0.0;3679
36662;all;all;1;0;0.0;4316
37997;all;all;1;0;0.0;4509
54828;all;all;1;0;0.0;6737
62992;all;all;1;0;0.0;7771
30332;none;all;1;1;0.0;3436
53084;all;all;1;1;0.0;6598
30458;all;all;1;4;0.0;3453
30639;all;all;1;0;0.0;3486
60259;all;all;1;0;0.0;7259
30643;all;all;1;2;0.0;3486
32322;all;all;1;2;0.0;3764
30646;all;all;1;1;0.0;3486
30653;all;all;1;0;0.0;3487
32615;all;all;1;0;0.0;3830
30666;none;all;1;2;0.0;3487
30696;all;all;1;2;0.0;3500
32764;all;all;1;2;0.0;3852
53053;all;all;1;2;0.0;6596
30739;all;all;1;0;0.0;3502
35913;none;all;1;0;0.0;4300
51873;all;all;1;0;0.0;6238
31134;all;all;1;3;0.0;3567
31356;all;all;1;3;0.0;3598
31433;all;all;1;0;0.0;3613
63321;all;all;1;0;0.0;7777
31706;none;all;1;0;0.0;3645
33216;all;none;1;0;0.0;3998
36826;all;all;1;0;0.0;4319
54564;all;all;1;0;0.0;6736
54735;none;all;1;0;0.0;6737
32248;all;all;1;1;0.0;3740
54179;all;all;1;1;0.0;6726
32282;all;all;1;0;0.0;3756
32284;all;all;1;3;0.0;3756
51673;all;all;1;3;0.0;6196
56633;all;all;1;3;0.0;6796
59716;none;all;1;3;0.0;7119
32522;all;all;1;5;0.0;3806
32641;all;all;1;5;0.0;3836
32654;all;all;1;0;0.0;3837
32664;all;all;1;3;0.0;3837
58627;all;all;1;3;0.0;7055
32768;none;all;1;4;0.0;3852
52404;all;all;1;4;0.0;6479
32791;all;all;1;2;0.0;3853
55394;all;all;1;2;0.0;6755
60851;all;all;1;2;0.0;7435
64774;none;all;1;2;0.0;7907
64853;none;none;1;2;0.0;7918
65508;none;all;1;2;0.0;7998
32878;none;all;1;1;0.0;3868
33004;all;all;1;0;0.0;3901
40249;all;all;1;0;0.0;4764
33011;none;all;1;0;0.0;3902
38850;all;all;1;0;0.0;4568
33295;all;all;1;2;0.0;4045
45879;none;all;1;2;0.0;5486
65073;all;all;1;2;0.0;7957
33330;all;all;1;2;0.0;4061
33338;all;all;1;2;0.0;4061
33477;none;all;1;0;0.0;4108
33489;all;all;1;2;0.0;4109
33490;all;all;1;0;0.0;4109
49993;all;all;1;0;0.0;5875
51467;all;all;1;0;0.0;6158
65536;all;all;1;0;0.0;7998
33505;all;all;1;2;0.0;4110
48287;all;all;1;2;0.0;5636
33633;all;all;1;3;0.0;4127
56990;all;all;1;3;0.0;6856
59901;all;all;1;3;0.0;7138
62421;none;none;1;3;0.0;7698
34072;all;all;1;3;0.0;4189
45155;all;all;1;3;0.0;5372
51940;all;all;1;3;0.0;6258
34224;none;all;1;2;0.0;4191
34532;none;all;1;1;0.0;4221
49920;all;all;1;1;0.0;5857
54683;all;all;1;1;0.0;6737
57942;all;all;1;1;0.0;7017
58071;all;all;1;1;0.0;7018
34588;all;all;1;0;0.0;4236
34628;none;all;1;2;0.0;4238
58812;all;all;1;2;0.0;7077
34648;all;all;1;4;0.0;4244
34677;all;all;1;2;0.0;4252
55150;all;all;1;2;0.0;6739
61604;all;all;1;2;0.0;7575
34772;all;all;1;2;0.0;4268
48975;none;all;1;2;0.0;5678
34892;all;none;1;0;0.0;4277
35118;all;all;1;0;0.0;4284
35304;none;all;1;2;0.0;4285
42605;all;all;1;2;0.0;5118
58713;all;all;1;2;0.0;7058
61672;all;all;1;2;0.0;7579
35340;all;all;1;2;0.0;4286
38145;all;all;1;2;0.0;4511
35463;all;all;1;2;0.0;4286
35963;all;all;1;0;0.0;4300
49700;all;all;1;0;0.0;5799
36016;all;all;1;1;0.0;4301
53116;all;all;1;1;0.0;6599
56626;all;all;1;1;0.0;6796
36143;all;all;1;0;0.0;4301
64529;all;all;1;0;0.0;7868
36189;none;all;1;1;0.0;4301
36332;all;none;1;0;0.0;4302
38811;all;all;1;0;0.0;4559
49834;all;all;1;0;0.0;5839
36493;all;all;1;4;0.0;4303
50658;all;all;1;4;0.0;5955
58416;all;all;1;4;0.0;7037
59993;none;all;1;4;0.0;7156
66115;none;all;1;4;0.0;8039
36515;all;all;1;1;0.0;4303
40638;all;all;1;1;0.0;4876
44938;all;none;1;1;0.0;5326
46086;all;none;1;1;0.0;5516
36674;all;all;1;2;0.0;4316
36993;all;all;1;4;0.0;4334
51277;all;all;1;4;0.0;6115
37023;none;all;1;1;0.0;4334
37040;all;all;1;0;0.0;4335
45658;all;all;1;0;0.0;5416
37117;all;all;1;2;0.0;4349
54785;all;all;1;2;0.0;6737
37279;all;all;1;0;0.0;4382
45624;all;all;1;0;0.0;5405
53239;all;all;1;0;0.0;6616
62301;none;all;1;0;0.0;7696
